,date,season,neutral,playoff,home_team,away_team,home_pre,away_pre,home_prob,away_prob,home_post,away_post,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score
115253,7/12/1968,1968,0,s,ANA,BOS,1487.625,1519.03,0.489,0.511,1486.069,1520.586,murpt101,bellg102,48.634,49.532,11.812,7.251,2,3
115260,7/11/1968,1968,0,s,OAK,CLE,1488.812,1509.486,0.505,0.495,1490.385,1507.912,dobsc101,siebs101,51.715,56.426,10.951,-2.335,4,3
115266,7/11/1968,1968,0,s,ANA,BOS,1485.964,1520.691,0.485,0.515,1487.625,1519.03,brung101,ellsd101,50.0,45.171,11.812,7.251,3,2
115279,7/7/1968,1968,0,s,TEX,CHW,1464.329,1501.416,0.481,0.519,1462.783,1502.963,pascc102,johnt001,50.726,57.193,3.606,5.454,3,4
115287,7/6/1968,1968,0,s,TEX,CHW,1461.345,1504.401,0.473,0.527,1464.329,1501.416,colej102,fishj101,44.863,43.901,3.606,5.454,8,4
115295,7/5/1968,1968,0,s,TEX,CHW,1463.277,1502.468,0.478,0.522,1461.345,1504.401,howab101,pridb101,43.611,45.775,3.606,5.454,2,4
115309,7/4/1968,1968,0,s,TEX,NYY,1461.257,1481.977,0.505,0.495,1463.277,1479.957,hannj102,bahns101,45.307,52.402,3.606,2.83,4,2
115312,7/4/1968,1968,0,s,HOU,CIN,1467.643,1513.795,0.468,0.532,1465.369,1516.069,wilsd102,nolag101,48.655,54.435,-0.738,6.625,4,7
115319,7/3/1968,1968,0,s,TEX,NYY,1463.76,1479.474,0.512,0.488,1461.257,1481.977,ortep101,stotm101,45.296,51.195,3.606,2.83,1,4
115323,7/3/1968,1968,0,s,HOU,CIN,1469.594,1511.845,0.474,0.526,1467.643,1513.795,dierl101,clont101,51.026,41.425,-0.738,6.625,7,9
115331,7/2/1968,1968,0,s,HOU,CIN,1467.334,1514.104,0.467,0.533,1469.594,1511.845,lemad102,arrig101,48.227,47.81,-0.738,6.625,2,0
115336,7/1/1968,1968,0,s,TEX,NYY,1461.748,1481.486,0.506,0.494,1463.76,1479.474,pascc102,downa101,49.644,48.492,3.606,2.83,3,1
115339,7/1/1968,1968,0,s,HOU,CIN,1468.887,1512.551,0.472,0.528,1467.334,1514.104,giusd101,maloj102,49.896,53.526,-0.738,6.625,2,3
115345,6/30/1968,1968,0,s,TEX,ANA,1464.53,1489.522,0.499,0.501,1461.748,1492.304,colej102,clarr104,46.364,46.757,3.606,11.812,4,8
115350,6/30/1968,1968,0,s,HOU,NYM,1470.627,1483.288,0.516,0.484,1468.887,1485.027,cuelm101,seavt001,55.682,55.979,-0.738,7.922,0,1
115359,6/29/1968,1968,0,s,TEX,ANA,1460.966,1493.086,0.488,0.512,1464.53,1489.522,hannj102,ellis101,45.12,44.558,3.606,11.812,8,2
115363,6/29/1968,1968,0,s,HOU,NYM,1468.594,1485.321,0.51,0.49,1470.627,1483.288,wilsd102,koosj001,47.435,52.157,-0.738,7.922,2,0
115367,6/28/1968,1968,0,s,TEX,ANA,1462.561,1491.491,0.493,0.507,1460.966,1493.086,howab101,mcglj101,42.299,50.17,3.606,11.812,0,1
115368,6/28/1968,1968,0,s,TEX,ANA,1464.174,1489.878,0.498,0.502,1462.561,1491.491,ortep101,murpt101,45.631,48.61,3.606,11.812,3,4
115373,6/28/1968,1968,0,s,HOU,NYM,1465.433,1488.481,0.501,0.499,1468.594,1485.321,dierl101,ryann001,50.77,49.76,-0.738,7.922,7,2
115378,6/27/1968,1968,0,s,HOU,NYM,1467.56,1486.354,0.507,0.493,1465.433,1488.481,lemad102,cardd101,47.792,45.653,-0.738,7.922,1,3
115384,6/26/1968,1968,0,s,TEX,CLE,1460.462,1504.493,0.471,0.529,1464.174,1500.781,pascc102,hargs101,48.756,51.729,3.606,-2.335,8,2
115386,6/26/1968,1968,0,s,HOU,CHC,1465.915,1485.664,0.506,0.494,1467.56,1484.018,giusd101,handb101,48.546,50.499,-0.738,8.192,2,1
115390,6/26/1968,1968,0,s,ANA,OAK,1492.492,1493.142,0.534,0.466,1489.878,1495.756,brung101,dobsc101,48.89,49.574,11.812,10.951,0,3
115391,6/25/1968,1968,0,s,TEX,CLE,1463.437,1501.517,0.48,0.52,1460.462,1504.493,colej102,siebs101,47.263,55.381,3.606,-2.335,1,6
115395,6/25/1968,1968,0,s,HOU,CHC,1463.827,1487.751,0.5,0.5,1465.915,1485.664,cuelm101,niekj001,54.997,43.804,-0.738,8.192,4,2
115399,6/25/1968,1968,0,s,ANA,OAK,1491.01,1494.624,0.529,0.471,1492.492,1493.142,ellis101,huntj101,44.974,51.272,11.812,10.951,7,6
115400,6/24/1968,1968,0,s,HOU,CHC,1461.708,1489.871,0.494,0.506,1463.827,1487.751,dierl101,nye-r101,49.921,47.305,-0.738,8.192,3,1
115404,6/24/1968,1968,0,s,ANA,OAK,1492.747,1492.887,0.534,0.466,1491.01,1494.624,clarr104,odomj101,46.392,48.182,11.812,10.951,2,3
115414,6/23/1968,1968,0,s,OAK,TEX,1489.256,1467.068,0.566,0.434,1492.887,1463.437,nashj101,howab101,54.472,44.224,10.951,3.606,9,0
115417,6/23/1968,1968,0,s,HOU,PHI,1458.956,1514.388,0.455,0.545,1461.708,1511.636,lemad102,frymw101,48.58,53.29,-0.738,5.672,7,4
115418,6/23/1968,1968,0,s,ANA,BAL,1491.145,1515.645,0.499,0.501,1492.747,1514.043,murpt101,phoet101,48.81,50.021,11.812,8.374,3,2
115421,6/22/1968,1968,0,s,OAK,TEX,1487.216,1469.108,0.56,0.44,1489.256,1467.068,kraul102,moorb105,47.903,44.224,10.951,3.606,4,1
115424,6/22/1968,1968,0,s,HOU,PHI,1460.456,1512.888,0.459,0.541,1458.956,1514.388,giusd101,shorc102,49.46,54.706,-0.738,5.672,6,7
115428,6/22/1968,1968,0,s,ANA,BAL,1488.687,1518.103,0.492,0.508,1491.145,1515.645,mcglj101,hardj101,50.002,54.413,11.812,8.374,5,2
115433,6/21/1968,1968,0,s,OAK,TEX,1490.47,1465.854,0.57,0.43,1487.216,1469.108,dobsc101,pascc102,50.574,48.524,10.951,3.606,3,7
115436,6/21/1968,1968,0,s,HOU,PHI,1458.591,1514.753,0.454,0.546,1460.456,1512.888,cuelm101,jamej102,53.973,46.644,-0.738,5.672,2,1
115439,6/21/1968,1968,0,s,ANA,BAL,1490.7,1516.09,0.498,0.502,1488.687,1518.103,brung101,mcnad102,49.58,51.953,11.812,8.374,2,4
115451,6/19/1968,1968,0,s,OAK,BAL,1488.412,1518.149,0.492,0.508,1490.47,1516.09,huntj101,bunkw101,51.015,43.831,10.951,8.374,5,3
115457,6/19/1968,1968,0,s,ANA,NYY,1489.289,1480.558,0.547,0.453,1490.7,1479.147,ellis101,barbs102,44.415,45.153,11.812,2.83,3,2
115464,6/18/1968,1968,0,s,OAK,BAL,1489.99,1516.571,0.496,0.504,1488.412,1518.149,nashj101,phoet101,54.564,49.518,10.951,8.374,2,3
115469,6/18/1968,1968,0,s,ANA,NYY,1487.479,1482.368,0.542,0.458,1489.289,1480.558,murpt101,downa101,47.916,49.229,11.812,2.83,3,1
115471,6/17/1968,1968,0,s,OAK,BAL,1488.363,1518.197,0.492,0.508,1489.99,1516.571,odomj101,brabg101,47.811,47.704,10.951,8.374,3,2
115475,6/17/1968,1968,0,s,ANA,NYY,1486.031,1483.816,0.538,0.462,1487.479,1482.368,mcglj101,bahns101,49.429,50.004,11.812,2.83,2,1
115477,6/16/1968,1968,0,s,OAK,BAL,1486.274,1520.287,0.486,0.514,1488.363,1518.197,kraul102,leond101,47.647,47.078,10.951,8.374,6,4
115481,6/16/1968,1968,0,s,OAK,BAL,1484.153,1522.407,0.479,0.521,1486.274,1520.287,dobsc101,hardj101,50.112,54.211,10.951,8.374,4,2
115489,6/16/1968,1968,0,s,ANA,NYY,1487.802,1482.045,0.543,0.457,1486.031,1483.816,clarr104,petef101,46.502,49.791,11.812,2.83,3,4
115493,6/15/1968,1968,0,s,OAK,NYY,1485.916,1480.282,0.543,0.457,1484.153,1482.045,piert101,stotm101,46.9,52.795,10.951,2.83,2,3
115499,6/15/1968,1968,0,s,ANA,TEX,1486.416,1473.442,0.553,0.447,1487.802,1472.056,ellis101,pascc102,44.211,48.959,11.812,3.606,5,4
115504,6/14/1968,1968,0,s,OAK,NYY,1487.7,1478.498,0.548,0.452,1485.916,1480.282,huntj101,barbs102,50.93,45.571,10.951,2.83,4,5
115510,6/14/1968,1968,0,s,ANA,TEX,1484.637,1475.221,0.548,0.452,1486.416,1473.442,brung101,colej102,48.8,47.059,11.812,3.606,2,0
115527,6/11/1968,1968,0,s,TEX,BAL,1477.799,1523.091,0.469,0.531,1475.221,1525.669,bertf101,brabg101,44.115,48.389,3.606,8.374,4,8
115535,6/10/1968,1968,0,s,TEX,BAL,1480.083,1520.807,0.476,0.524,1477.799,1523.091,pascc102,hardj101,49.573,53.198,3.606,8.374,1,4
115550,6/9/1968,1968,0,s,TEX,MIN,1477.458,1523.605,0.468,0.532,1480.083,1520.98,colej102,merrj102,46.665,55.338,3.606,6.16,7,4
115552,6/9/1968,1968,0,s,HOU,PIT,1471.358,1495.03,0.5,0.5,1469.267,1497.12,cuelm101,moosb101,54.253,48.207,-0.738,6.884,1,3
115555,6/8/1968,1968,0,s,HOU,PIT,1469.668,1496.719,0.496,0.504,1471.358,1495.03,lemad102,bunnj101,48.019,54.482,-0.738,6.884,3,2
115560,6/7/1968,1968,0,s,TEX,MIN,1475.685,1525.378,0.463,0.537,1477.458,1523.605,hannj102,chand102,46.173,53.518,3.606,6.16,3,2
115563,6/7/1968,1968,0,s,TEX,MIN,1477.567,1523.496,0.468,0.532,1475.685,1525.378,ortep101,kaatj101,47.451,56.596,3.606,6.16,3,5
115568,6/7/1968,1968,0,s,HOU,PIT,1472.878,1493.509,0.505,0.495,1469.668,1496.719,giusd101,blass101,51.015,43.173,-0.738,6.884,0,5
115573,6/6/1968,1968,0,s,TEX,OAK,1476.076,1477.471,0.532,0.468,1477.567,1475.981,bertf101,dobsc101,43.852,51.8,3.606,10.951,4,3
115577,6/6/1968,1968,0,s,HOU,STL,1475.211,1548.02,0.43,0.57,1472.878,1550.353,wilsd102,gibsb101,51.156,60.828,-0.738,7.108,0,4
115582,6/5/1968,1968,0,s,TEX,OAK,1474.171,1479.377,0.527,0.473,1476.076,1477.471,pascc102,kraul102,49.651,47.842,3.606,10.951,3,1
115586,6/5/1968,1968,0,s,HOU,STL,1476.959,1546.273,0.435,0.565,1475.211,1548.02,dierl101,jastl101,51.863,52.362,-0.738,7.108,1,3
115594,6/4/1968,1968,0,s,TEX,OAK,1472.237,1481.311,0.521,0.479,1474.171,1479.377,colej102,huntj101,45.504,52.882,3.606,10.951,4,2
115598,6/4/1968,1968,0,s,HOU,STL,1478.374,1544.857,0.439,0.561,1476.959,1546.273,cuelm101,carls001,54.76,56.246,-0.738,7.108,2,3
115606,6/3/1968,1968,0,s,HOU,STL,1481.123,1542.108,0.447,0.553,1478.374,1544.857,lemad102,briln101,49.134,52.547,-0.738,7.108,2,7
115622,6/2/1968,1968,0,s,OAK,ANA,1479.015,1490.425,0.518,0.482,1481.311,1488.129,nashj101,mcglj101,52.561,49.641,10.951,11.812,5,2
115624,6/2/1968,1968,0,s,HOU,CHC,1482.804,1505.263,0.502,0.498,1481.123,1506.944,giusd101,holtk101,51.084,47.804,-0.738,8.192,2,3
115627,6/1/1968,1968,0,s,OAK,ANA,1476.318,1493.121,0.51,0.49,1479.015,1490.425,odomj101,brung101,44.426,50.535,10.951,11.812,4,0
115630,6/1/1968,1968,0,s,HOU,CHC,1484.935,1503.132,0.508,0.492,1482.804,1505.263,wilsd102,handb101,50.993,52.333,-0.738,8.192,1,3
115637,5/31/1968,1968,0,s,OAK,ANA,1478.83,1490.61,0.518,0.482,1476.318,1493.121,dobsc101,ellis101,50.544,42.283,10.951,11.812,0,3
115640,5/31/1968,1968,0,s,HOU,CHC,1482.86,1505.207,0.502,0.498,1484.935,1503.132,dierl101,jenkf101,50.779,55.914,-0.738,8.192,3,1
115650,5/30/1968,1968,0,s,OAK,BOS,1475.944,1511.715,0.483,0.517,1478.83,1508.829,kraul102,ellsd101,47.047,43.846,10.951,7.251,6,2
115655,5/30/1968,1968,0,s,ANA,DET,1493.116,1543.901,0.462,0.538,1490.61,1546.406,clarr104,sparj101,47.062,48.536,11.812,3.151,3,7
115659,5/29/1968,1968,0,s,OAK,BOS,1473.392,1514.267,0.476,0.524,1475.944,1511.715,huntj101,santj101,52.716,51.748,10.951,7.251,7,4
115663,5/29/1968,1968,0,s,ANA,DET,1495.332,1541.684,0.468,0.532,1493.116,1543.901,mcglj101,mclad101,49.47,52.564,11.812,3.151,0,3
115665,5/28/1968,1968,0,s,OAK,BOS,1471.221,1516.438,0.47,0.53,1473.392,1514.267,nashj101,waslg101,51.955,46.003,10.951,7.251,3,1
115670,5/28/1968,1968,0,s,ANA,DET,1497.587,1539.429,0.474,0.526,1495.332,1541.684,brung101,cainl101,52.141,47.576,11.812,3.151,1,4
115671,5/27/1968,1968,0,s,OAK,BOS,1472.709,1514.95,0.474,0.526,1471.221,1516.438,odomj101,bellg102,44.342,48.452,10.951,7.251,2,3
115673,5/27/1968,1968,0,s,HOU,LAD,1474.416,1495.282,0.505,0.495,1478.773,1490.925,wilsd102,ostec103,50.566,47.358,-0.738,11.008,10,1
115674,5/27/1968,1968,0,s,ANA,DET,1495.865,1541.151,0.469,0.531,1497.587,1539.429,ellis101,lolim101,42.486,53.279,11.812,3.151,7,6
115678,5/26/1968,1968,0,s,OAK,DET,1470.839,1543.021,0.431,0.569,1472.709,1541.151,dobsc101,sparj101,51.644,49.938,10.951,3.151,7,6
115680,5/26/1968,1968,0,s,HOU,LAD,1477.699,1491.999,0.514,0.486,1474.416,1495.282,dierl101,drysd101,51.289,54.279,-0.738,11.008,0,5
115685,5/26/1968,1968,0,s,ANA,CLE,1498.372,1511.336,0.516,0.484,1495.865,1513.842,pattm101,tianl101,47.4,59.351,11.812,-2.335,2,5
115687,5/25/1968,1968,0,s,OAK,DET,1472.171,1541.689,0.435,0.565,1470.839,1543.021,kraul102,mclad101,46.139,51.668,10.951,3.151,1,2
115690,5/25/1968,1968,0,s,HOU,LAD,1476.066,1493.632,0.509,0.491,1477.699,1491.999,cuelm101,kekim101,53.729,46.422,-0.738,11.008,3,2
115695,5/25/1968,1968,0,s,ANA,CLE,1495.654,1514.053,0.508,0.492,1498.372,1511.336,mcglj101,mcdos101,48.484,54.733,11.812,-2.335,5,1
115699,5/24/1968,1968,0,s,OAK,DET,1471.999,1541.861,0.434,0.566,1472.171,1541.689,huntj101,wilse102,52.179,53.002,10.951,3.151,2,2
115702,5/24/1968,1968,0,s,HOU,LAD,1478.235,1491.463,0.515,0.485,1476.066,1493.632,lemad102,suttd001,50.327,50.529,-0.738,11.008,7,9
115706,5/24/1968,1968,0,s,ANA,CLE,1494.069,1515.638,0.503,0.497,1495.654,1514.053,brung101,hargs101,51.284,53.009,11.812,-2.335,2,1
115709,5/23/1968,1968,0,s,ANA,CLE,1497.968,1511.74,0.515,0.485,1494.069,1515.638,ellis101,siebs101,43.21,55.993,11.812,-2.335,2,9
115710,5/22/1968,1968,0,s,TEX,CHW,1472.246,1507.148,0.484,0.516,1474.371,1505.024,bertf101,peteg101,46.238,54.659,3.606,5.454,2,0
115713,5/22/1968,1968,0,s,OAK,CLE,1469.836,1513.902,0.471,0.529,1471.999,1511.74,nashj101,wills102,50.462,52.108,10.951,-2.335,2,0
115719,5/22/1968,1968,0,s,ANA,BOS,1500.865,1512.495,0.518,0.482,1497.968,1515.393,clarr104,bellg102,48.067,46.921,11.812,7.251,0,4
115720,5/21/1968,1968,0,s,OAK,CLE,1467.641,1516.097,0.465,0.535,1469.836,1513.902,odomj101,tianl101,43.496,59.574,10.951,-2.335,2,0
115721,5/21/1968,1968,0,s,OAK,CLE,1469.11,1514.628,0.469,0.531,1467.641,1516.097,dobsc101,mcdos101,50.169,53.091,10.951,-2.335,0,1
115722,5/21/1968,1968,0,s,TEX,NYY,1473.998,1476.06,0.532,0.468,1472.246,1477.811,colej102,stotm101,46.666,50.643,3.606,2.83,1,2
115730,5/21/1968,1968,0,s,ANA,BOS,1498.161,1515.199,0.51,0.49,1500.865,1512.495,mcglj101,ellsd101,47.292,43.178,11.812,7.251,5,1
115731,5/20/1968,1968,0,s,TEX,NYY,1477.459,1472.598,0.541,0.459,1473.998,1476.06,bosmd101,boutj101,46.231,47.011,3.606,2.83,1,6
115738,5/20/1968,1968,0,s,ANA,BOS,1496.584,1516.776,0.505,0.495,1498.161,1515.199,brung101,santj101,51.241,51.173,11.812,7.251,5,4
115807,5/12/1968,1968,0,s,TEX,DET,1476.269,1544.556,0.437,0.563,1479.088,1541.737,colej102,lolim101,45.307,56.313,3.606,3.151,6,3
115810,5/12/1968,1968,0,s,OAK,CHW,1470.869,1502.896,0.488,0.512,1473.717,1500.047,piert101,carlc102,47.639,50.713,10.951,5.454,6,2
115813,5/12/1968,1968,0,s,ANA,MIN,1497.17,1528.464,0.49,0.51,1495.201,1530.433,wrigc102,boswd101,47.334,51.829,11.812,6.16,2,4
115814,5/11/1968,1968,0,s,TEX,DET,1480.322,1540.504,0.448,0.552,1476.269,1544.556,bertf101,sparj101,47.163,48.195,3.606,3.151,2,12
115816,5/11/1968,1968,0,s,OAK,CHW,1472.433,1501.331,0.493,0.507,1470.869,1502.896,nashj101,horlj101,48.431,52.803,10.951,5.454,0,1
115822,5/11/1968,1968,0,s,ANA,MIN,1494.266,1531.369,0.481,0.519,1497.17,1528.464,ellis101,perrj102,40.716,53.517,11.812,6.16,5,1
115823,5/10/1968,1968,0,s,ANA,MIN,1495.807,1529.827,0.486,0.514,1494.266,1531.369,clarr104,chand102,48.315,54.073,11.812,6.16,5,6
115824,5/10/1968,1968,0,s,ANA,MIN,1493.265,1532.369,0.478,0.522,1495.807,1529.827,brung101,kaatj101,49.906,57.154,11.812,6.16,3,0
115825,5/10/1968,1968,0,s,TEX,DET,1484.775,1536.051,0.461,0.539,1480.322,1540.504,moorb105,mclad101,45.806,51.825,3.606,3.151,1,12
115827,5/10/1968,1968,0,s,OAK,CHW,1474.016,1499.748,0.498,0.502,1472.433,1501.331,dobsc101,johnt001,49.771,54.494,10.951,5.454,1,2
115833,5/9/1968,1968,0,s,TEX,BOS,1482.673,1514.509,0.489,0.511,1484.775,1512.407,ortep101,stepj103,50.342,42.248,3.606,7.251,3,1
115834,5/9/1968,1968,0,s,OAK,CHW,1476.05,1497.714,0.503,0.497,1474.016,1499.748,kraul102,peteg101,47.065,55.848,10.951,5.454,2,4
115835,5/9/1968,1968,0,s,HOU,SFG,1474.593,1523.625,0.464,0.536,1476.869,1521.349,giusd101,mccom103,47.937,50.919,-0.738,4.116,5,3
115839,5/9/1968,1968,0,s,ANA,MIN,1494.795,1530.839,0.483,0.517,1493.265,1532.369,mcglj101,merrj102,48.766,56.72,11.812,6.16,3,4
115840,5/8/1968,1968,0,s,TEX,BOS,1484.689,1512.493,0.495,0.505,1482.673,1514.509,pascc102,ellsd101,49.769,42.827,3.606,7.251,1,3
115842,5/8/1968,1968,0,s,OAK,MIN,1472.911,1533.978,0.447,0.553,1476.05,1530.839,huntj101,boswd101,54.303,52.512,10.951,6.16,4,0
115844,5/8/1968,1968,0,s,HOU,SFG,1476.521,1521.697,0.47,0.53,1474.593,1523.625,dierl101,sader101,51.373,54.165,-0.738,4.116,1,3
115849,5/8/1968,1968,0,s,ANA,CHW,1493.3,1499.209,0.526,0.474,1494.795,1497.714,wrigc102,carlc102,46.978,51.441,11.812,5.454,3,2
115850,5/7/1968,1968,0,s,TEX,BOS,1486.309,1510.873,0.499,0.501,1484.689,1512.493,colej102,santj101,45.275,50.629,3.606,7.251,2,3
115852,5/7/1968,1968,0,s,OAK,MIN,1474.308,1532.582,0.451,0.549,1472.911,1533.978,odomj101,perrj102,43.562,53.048,10.951,6.16,1,2
115854,5/7/1968,1968,0,s,HOU,SFG,1472.659,1525.558,0.459,0.541,1476.521,1521.697,wilsd102,marij101,49.89,53.671,-0.738,4.116,7,1
115859,5/7/1968,1968,0,s,ANA,CHW,1495.487,1497.023,0.532,0.468,1493.3,1499.209,ellis101,horlj101,41.899,52.852,11.812,5.454,4,6
115861,5/6/1968,1968,0,s,OAK,MIN,1472.497,1534.393,0.446,0.554,1474.308,1532.582,nashj101,chand102,48.098,53.999,10.951,6.16,2,1
115863,5/6/1968,1968,0,s,HOU,SFG,1467.979,1530.239,0.445,0.555,1472.659,1525.558,lemad102,perrg101,50.251,59.737,-0.738,4.116,10,2
115867,5/6/1968,1968,0,s,ANA,CHW,1498.546,1493.963,0.541,0.459,1495.487,1497.023,clarr104,johnt001,47.925,53.625,11.812,5.454,1,5
115872,5/5/1968,1968,0,s,TEX,BAL,1490.065,1536.094,0.468,0.532,1486.309,1539.85,moorb105,brabg101,46.665,49.928,3.606,8.374,0,8
115876,5/5/1968,1968,0,s,HOU,ATL,1470.071,1493.478,0.501,0.499,1467.979,1495.571,giusd101,johnk102,47.615,51.713,-0.738,9.185,0,2
115880,5/4/1968,1968,0,s,TEX,BAL,1491.975,1534.184,0.474,0.526,1490.065,1536.094,ortep101,hardj101,50.787,53.185,3.606,8.374,3,5
115885,5/4/1968,1968,0,s,HOU,ATL,1472.593,1490.957,0.508,0.492,1470.071,1493.478,dierl101,reedr001,51.282,50.148,-0.738,9.185,2,5
115890,5/3/1968,1968,0,s,TEX,BAL,1494.971,1531.187,0.482,0.518,1491.975,1534.184,pascc102,mcnad102,50.372,49.077,3.606,8.374,1,6
115894,5/3/1968,1968,0,s,HOU,ATL,1470.516,1493.033,0.502,0.498,1472.593,1490.957,wilsd102,niekp001,49.958,53.167,-0.738,9.185,5,3
115903,5/2/1968,1968,0,s,HOU,STL,1466.969,1560.86,0.401,0.599,1470.516,1557.313,lemad102,briln101,48.771,52.447,-0.738,7.108,4,0
115911,5/1/1968,1968,0,s,HOU,STL,1468.557,1559.272,0.405,0.595,1466.969,1560.86,giusd101,gibsb101,46.807,59.448,-0.738,7.108,1,3
115921,4/30/1968,1968,0,s,HOU,CIN,1465.906,1510.1,0.471,0.529,1468.557,1507.448,dierl101,arrig101,50.021,45.853,-0.738,6.625,3,0
115930,4/29/1968,1968,0,s,HOU,CIN,1471.742,1504.264,0.488,0.512,1465.906,1510.1,ray-j101,maloj102,45.6,55.257,-0.738,6.625,2,17
115934,4/28/1968,1968,0,s,TEX,CLE,1497.787,1488.047,0.548,0.452,1495.494,1490.34,moorb105,tianl101,45.893,56.021,3.606,-2.335,0,2
115938,4/28/1968,1968,0,s,TEX,CLE,1496.345,1489.49,0.544,0.456,1497.787,1488.047,ortep101,wills102,49.562,48.865,3.606,-2.335,1,0
115947,4/28/1968,1968,0,s,ANA,OAK,1489.285,1465.676,0.568,0.432,1490.61,1464.351,ellis101,kraul102,41.175,47.473,11.812,10.951,4,3
115948,4/27/1968,1968,0,s,TEX,CLE,1494.885,1490.949,0.54,0.46,1496.345,1489.49,pascc102,mcdos101,49.698,51.135,3.606,-2.335,2,1
115957,4/27/1968,1968,0,s,ANA,OAK,1492.16,1462.801,0.576,0.424,1489.285,1465.676,hamij101,huntj101,45.908,54.076,11.812,10.951,3,6
115958,4/26/1968,1968,0,s,TEX,CLE,1493.408,1492.426,0.536,0.464,1494.885,1490.949,bertf101,siebs101,48.536,53.759,3.606,-2.335,5,4
115967,4/26/1968,1968,0,s,ANA,OAK,1495.536,1459.425,0.586,0.414,1492.16,1462.801,burgt001,odomj101,47.4,43.078,11.812,10.951,4,8
115972,4/24/1968,1968,0,s,OAK,NYY,1457.805,1486.537,0.493,0.507,1459.425,1484.917,nashj101,bahns101,48.787,47.701,10.951,2.83,4,3
115975,4/24/1968,1968,0,s,ANA,TEX,1492.648,1496.297,0.529,0.471,1495.536,1493.408,wrigc102,colej102,46.402,45.622,11.812,3.606,6,1
115978,4/23/1968,1968,0,s,OAK,NYY,1460.211,1484.131,0.5,0.5,1457.805,1486.537,dobsc101,downa101,49.394,52.733,10.951,2.83,3,6
115981,4/23/1968,1968,0,s,ANA,TEX,1494.852,1494.093,0.536,0.464,1492.648,1496.297,brung101,ortep101,51.232,50.029,11.812,3.606,1,3
115984,4/22/1968,1968,0,s,OAK,NYY,1461.823,1482.519,0.505,0.495,1460.211,1484.131,kraul102,petef101,46.548,49.723,10.951,2.83,1,2
115986,4/22/1968,1968,0,s,ANA,TEX,1492.982,1495.963,0.53,0.47,1494.852,1494.093,hamij101,bosmd101,44.755,47.486,11.812,3.606,4,2
115994,4/21/1968,1968,0,s,OAK,TEX,1463.795,1493.991,0.491,0.509,1461.823,1495.963,huntj101,pascc102,54.225,49.702,10.951,3.606,0,2
115998,4/21/1968,1968,0,s,ANA,BAL,1496.809,1515.889,0.507,0.493,1492.982,1519.715,clarr104,leond101,47.327,47.373,11.812,8.374,4,11
116002,4/20/1968,1968,0,s,OAK,TEX,1466.188,1491.598,0.498,0.502,1463.795,1493.991,odomj101,bertf101,43.259,48.612,10.951,3.606,1,4
116008,4/20/1968,1968,0,s,ANA,BAL,1501.389,1511.308,0.52,0.48,1496.809,1515.889,ellis101,phoet101,41.564,47.566,11.812,8.374,1,10
116012,4/19/1968,1968,0,s,OAK,TEX,1468.623,1489.163,0.505,0.495,1466.188,1491.598,nashj101,colej102,48.638,44.538,10.951,3.606,0,3
116016,4/19/1968,1968,0,s,ANA,BAL,1499.854,1512.844,0.516,0.484,1501.389,1511.308,brung101,howab101,50.672,46.099,11.812,8.374,2,1
116017,4/18/1968,1968,0,s,OAK,BAL,1466.894,1514.573,0.466,0.534,1468.623,1512.844,dobsc101,hardj101,48.764,53.115,10.951,8.374,4,3
116024,4/18/1968,1968,0,s,ANA,NYY,1503.528,1477.986,0.571,0.429,1499.854,1481.66,mcglj101,monbb101,48.832,48.02,11.812,2.83,1,6
116027,4/17/1968,1968,0,s,OAK,BAL,1469.133,1512.334,0.472,0.528,1466.894,1514.573,kraul102,mcnad102,47.49,45.557,10.951,8.374,1,4
116034,4/17/1968,1968,0,s,ANA,NYY,1505.435,1476.078,0.576,0.424,1503.528,1477.986,clarr104,bahns101,47.238,47.45,11.812,2.83,2,3
116041,4/15/1968,1968,0,s,TEX,ANA,1487.265,1509.184,0.503,0.497,1491.013,1505.435,pascc102,ellis101,48.547,42.122,3.606,11.812,7,0
116044,4/15/1968,1968,0,s,HOU,NYM,1484.108,1462.285,0.566,0.434,1485.504,1460.89,wilsd102,seavt001,51.731,53.273,-0.738,7.922,1,0
116049,4/14/1968,1968,0,s,TEX,OAK,1484.033,1467.999,0.557,0.443,1487.265,1464.767,moorb105,nashj101,46.077,48.729,3.606,10.951,8,1
116052,4/14/1968,1968,0,s,HOU,NYM,1487.476,1458.917,0.575,0.425,1484.108,1462.285,dierl101,ryann001,50.669,46.267,-0.738,7.922,0,4
116057,4/13/1968,1968,0,s,TEX,OAK,1486.864,1465.168,0.565,0.435,1484.033,1467.999,ortep101,dobsc101,52.147,49.871,3.606,10.951,6,9
116061,4/13/1968,1968,0,s,HOU,PHI,1485.801,1510.443,0.499,0.501,1487.476,1508.767,giusd101,jackg101,45.033,46.16,-0.738,5.672,4,3
116067,4/12/1968,1968,0,s,HOU,PHI,1483.279,1512.965,0.492,0.508,1485.801,1510.443,lemad102,frymw101,50.495,44.96,-0.738,5.672,5,2
116069,4/11/1968,1968,0,s,TEX,MIN,1488.376,1531.406,0.473,0.527,1486.864,1532.918,colej102,merrj102,45.014,55.136,3.606,6.16,4,5
