,date,season,neutral,playoff,home_team,away_team,home_pre,away_pre,home_prob,away_prob,home_post,away_post,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score
38301,9/8/2004,2004,0,s,HOU,CIN,1537.877,1447.546,0.659,0.341,1539.159,1446.264,clemr001,acevj002,56.154,43.566,-0.738,6.625,5,2
38306,9/8/2004,2004,0,s,ANA,TOR,1538.907,1477.865,0.62,0.38,1537.121,1479.651,escok001,millj002,54.325,46.205,11.812,10.233,0,1
38307,9/7/2004,2004,0,s,TEX,CHW,1512.842,1509.938,0.539,0.461,1515.958,1506.822,rogek001,contj002,49.684,51.764,3.606,5.454,10,3
38310,9/7/2004,2004,0,s,OAK,BOS,1556.901,1570.879,0.514,0.486,1553.551,1574.228,redmm002,lowed001,48.895,49.559,10.951,7.251,1,7
38313,9/7/2004,2004,0,s,HOU,CIN,1536.828,1448.594,0.656,0.344,1537.877,1447.546,Roy Oswalt,wilsp001,56.718,46.853,25.93,6.625,9,7
38319,9/7/2004,2004,0,s,ANA,TOR,1537.375,1479.396,0.616,0.384,1538.907,1477.865,Bartolo Colon,bushd001,49.914,50.773,1.833,10.233,5,2
38320,9/6/2004,2004,0,s,TEX,CHW,1515.102,1507.678,0.545,0.455,1512.842,1509.938,parkc002,grilj001,48.307,45.527,3.606,5.454,4,7
38321,9/6/2004,2004,0,s,SEA,CLE,1462.993,1491.312,0.494,0.506,1460.117,1494.188,mechg001,CC Sabathia,48.341,52.149,8.462,14.114,0,5
38324,9/6/2004,2004,0,s,OAK,BOS,1559.964,1567.815,0.523,0.477,1556.901,1570.879,Barry Zito,Bronson Arroyo,52.141,51.592,-1.875,-12.544,3,8
38326,9/6/2004,2004,0,s,HOU,CIN,1534.84,1450.583,0.651,0.349,1536.828,1448.594,backb001,Aaron Harang,47.884,51.62,-0.738,24.628,11,5
38340,9/5/2004,2004,0,s,HOU,PIT,1532.703,1484.526,0.602,0.398,1534.84,1482.389,munrp001,wellk001,45.179,51.381,-0.738,6.884,10,5
38353,9/4/2004,2004,0,s,HOU,PIT,1531.682,1485.547,0.6,0.4,1532.703,1484.526,hernc004,foggj001,47.898,49.146,-0.738,6.884,6,5
38367,9/3/2004,2004,0,s,HOU,PIT,1530.366,1486.863,0.596,0.404,1531.682,1485.547,clemr001,pereo002,56.619,58.313,-0.738,6.884,8,6
38421,8/29/2004,2004,0,s,TEX,BAL,1521.683,1477.1,0.597,0.403,1519.98,1478.803,Chris Young,ponss001,47.542,48.531,-5.645,8.374,6,7
38422,8/29/2004,2004,0,s,SEA,KCR,1467.341,1435.759,0.579,0.421,1468.433,1434.668,franr001,gobbj001,48.706,45.167,8.462,13.379,5,4
38425,8/29/2004,2004,0,s,OAK,TBD,1557.2,1476.402,0.646,0.354,1558.559,1475.043,muldm001,Scott Kazmir,55.789,48.021,10.951,2.237,9,6
38433,8/29/2004,2004,0,s,ANA,MIN,1534.134,1523.474,0.55,0.45,1535.672,1521.936,escok001,silvc001,54.205,47.91,11.812,6.16,4,2
38434,8/28/2004,2004,0,s,SEA,KCR,1465.895,1437.206,0.575,0.425,1467.341,1435.759,madrb001,serrj001,48.942,47.272,8.462,13.379,5,3
38435,8/28/2004,2004,0,s,SEA,KCR,1464.43,1438.671,0.571,0.429,1465.895,1437.206,nagec001,may-d002,46.802,46.31,8.462,13.379,9,7
38438,8/28/2004,2004,0,s,TEX,BAL,1520.644,1478.139,0.595,0.405,1521.683,1477.1,rogek001,loper001,48.837,50.307,3.606,8.374,4,3
38441,8/28/2004,2004,0,s,OAK,TBD,1556.334,1477.268,0.644,0.356,1557.2,1476.402,Tim Hudson,brazd001,58.534,48.462,27.8,3.943,5,4
38449,8/28/2004,2004,0,s,ANA,MIN,1537.863,1519.745,0.56,0.44,1534.134,1523.474,Bartolo Colon,santj003,50.938,63.43,6.81,6.16,1,7
38452,8/27/2004,2004,0,s,TEX,BAL,1519.406,1479.377,0.591,0.409,1520.644,1478.139,wasdj001,Erik Bedard,44.182,49.462,3.606,6.43,6,4
38453,8/27/2004,2004,0,s,SEA,KCR,1462.946,1440.155,0.567,0.433,1464.43,1438.671,mechg001,Zack Greinke,48.466,51.011,8.462,20.328,7,5
38456,8/27/2004,2004,0,s,OAK,TBD,1555.459,1478.142,0.642,0.358,1556.334,1477.268,redmm002,hendm001,49.583,47.109,10.951,3.943,8,7
38464,8/27/2004,2004,0,s,ANA,MIN,1535.997,1521.612,0.555,0.445,1537.863,1519.745,selea001,radkb001,46.373,57.124,11.812,6.16,9,6
38467,8/26/2004,2004,0,s,TEX,MIN,1516.793,1524.226,0.524,0.476,1519.406,1521.612,parkc002,mulht001,47.022,48.38,3.606,6.16,8,3
38468,8/26/2004,2004,0,s,SEA,KCR,1466.004,1437.096,0.576,0.424,1462.946,1440.155,moyej001,andeb002,49.185,45.009,8.462,13.379,3,7
38469,8/26/2004,2004,0,s,OAK,BAL,1553.555,1481.281,0.635,0.365,1555.459,1479.377,Barry Zito,cabrd001,52.095,46.75,-4.54,8.374,9,4
38479,8/25/2004,2004,0,s,TEX,MIN,1518.976,1522.042,0.53,0.47,1516.793,1524.226,dresr001,Kyle Lohse,54.746,47.354,3.606,-25.065,5,8
38480,8/25/2004,2004,0,s,SEA,TBD,1467.441,1476.705,0.521,0.479,1466.004,1478.142,villr001,sosaj002,45.631,46.396,8.462,3.943,5,6
38482,8/25/2004,2004,0,s,OAK,BAL,1552.113,1482.723,0.631,0.369,1553.555,1481.281,hardr001,Bruce Chen,52.478,43.895,10.951,-19.622,3,0
38484,8/25/2004,2004,0,s,HOU,PHI,1510.747,1500.585,0.549,0.451,1512.63,1498.702,munrp001,milte001,44.8,50.496,-0.738,5.672,7,4
38491,8/25/2004,2004,0,s,ANA,KCR,1532.555,1440.538,0.661,0.339,1535.997,1437.096,Ramon Ortiz,woodm002,46.237,47.942,-16.652,13.379,21,6
38494,8/24/2004,2004,0,s,TEX,MIN,1517.702,1523.316,0.526,0.474,1518.976,1522.042,Chris Young,silvc001,47.4,47.095,-5.734,6.16,5,4
38495,8/24/2004,2004,0,s,SEA,TBD,1468.892,1475.254,0.525,0.475,1467.441,1476.705,franr001,bellr003,48.965,47.874,8.462,3.943,5,6
38497,8/24/2004,2004,0,s,OAK,BAL,1550.387,1484.449,0.627,0.373,1552.113,1482.723,muldm001,ponss001,55.692,49.426,10.951,8.374,6,2
38499,8/24/2004,2004,0,s,HOU,PHI,1509.206,1502.126,0.545,0.455,1510.747,1500.585,hernc004,Brett Myers,47.789,46.075,-0.738,-9.936,4,2
38506,8/24/2004,2004,0,s,ANA,KCR,1531.503,1441.59,0.658,0.342,1532.555,1440.538,John Lackey,serrj001,51.315,48.078,6.613,13.379,7,5
38509,8/23/2004,2004,0,s,TEX,MIN,1519.899,1521.12,0.533,0.467,1517.702,1523.316,rogek001,santj003,49.96,62.655,3.606,6.16,4,7
38510,8/23/2004,2004,0,s,SEA,TBD,1473.489,1470.658,0.539,0.461,1468.892,1475.254,madrb001,Scott Kazmir,49.509,47.4,8.462,-1.119,0,9
38512,8/23/2004,2004,0,s,OAK,BAL,1549.451,1485.385,0.624,0.376,1550.387,1484.449,Tim Hudson,loper001,58.577,50.56,27.65,8.374,4,3
38514,8/23/2004,2004,0,s,HOU,PHI,1506.921,1504.411,0.538,0.462,1509.206,1502.126,clemr001,lidlc001,56.496,45.904,-0.738,5.672,8,4
38518,8/23/2004,2004,0,s,ANA,KCR,1529.734,1443.359,0.654,0.346,1531.503,1441.59,Bartolo Colon,may-d002,50.714,47.872,4.037,13.379,9,4
38528,8/22/2004,2004,0,s,HOU,CHC,1509.725,1541.326,0.489,0.511,1506.921,1544.13,Roy Oswalt,woodk002,59.366,59.507,35.311,8.192,6,11
38543,8/21/2004,2004,0,s,HOU,CHC,1508.309,1542.742,0.485,0.515,1509.725,1541.326,backb001,priom001,47.4,56.909,-0.738,8.192,4,3
38559,8/20/2004,2004,0,s,HOU,CHC,1511.809,1539.241,0.495,0.505,1508.309,1542.742,munrp001,ruscg001,46.219,49.186,-0.738,8.192,2,9
38576,8/18/2004,2004,0,s,TEX,CLE,1520.212,1501.028,0.562,0.438,1521.927,1499.314,rogek001,elars001,49.457,45.28,3.606,-2.335,5,2
38589,8/17/2004,2004,0,s,TEX,CLE,1515.897,1505.343,0.55,0.45,1520.212,1501.028,erics001,Cliff Lee,41.487,48.897,3.606,-3.765,16,4
38604,8/16/2004,2004,0,s,TEX,CLE,1514.094,1507.147,0.544,0.456,1515.897,1505.343,callm001,CC Sabathia,43.487,53.562,3.606,17.86,5,2
38614,8/15/2004,2004,0,s,TEX,TBD,1512.2,1475.914,0.586,0.414,1514.094,1474.02,dresr001,sosaj002,53.94,47.568,3.606,3.943,6,2
38615,8/15/2004,2004,0,s,SEA,NYY,1468.493,1561.071,0.403,0.597,1471.698,1557.866,mechg001,browk001,47.305,55.265,8.462,2.83,7,3
38618,8/15/2004,2004,0,s,OAK,KCR,1543.547,1440.825,0.675,0.325,1539.288,1445.083,Barry Zito,Zack Greinke,50.074,49.243,-8.817,8.916,1,6
38626,8/15/2004,2004,0,s,ANA,DET,1519.862,1472.636,0.601,0.399,1520.878,1471.62,selea001,johnj007,45.462,53.22,11.812,3.151,3,2
38629,8/14/2004,2004,0,s,TEX,TBD,1511.12,1476.993,0.583,0.417,1512.2,1475.914,bacsm001,halaj001,46.253,45.231,3.606,3.943,6,5
38630,8/14/2004,2004,0,s,SEA,NYY,1469.856,1559.709,0.406,0.594,1468.493,1561.071,moyej001,loaie001,50.817,49.933,8.462,2.83,4,6
38633,8/14/2004,2004,0,s,OAK,KCR,1541.904,1442.467,0.671,0.329,1543.547,1440.825,hardr001,andeb002,53.369,45.624,10.951,13.379,6,1
38641,8/14/2004,2004,0,s,ANA,DET,1518.223,1474.275,0.597,0.403,1519.862,1472.636,Ramon Ortiz,roben001,45.295,48.486,-19.392,3.151,11,8
38644,8/13/2004,2004,0,s,TEX,TBD,1509.834,1478.28,0.579,0.421,1511.12,1476.993,rogek001,bellr003,49.595,49.255,3.606,3.943,5,3
38645,8/13/2004,2004,0,s,SEA,NYY,1472.911,1556.653,0.415,0.585,1469.856,1559.709,villr001,liebj001,47.78,51.066,8.462,2.83,3,11
38648,8/13/2004,2004,0,s,OAK,KCR,1547.244,1437.127,0.684,0.316,1541.904,1442.467,muldm001,woodm002,57.103,47.183,10.951,13.379,3,10
38656,8/13/2004,2004,0,s,ANA,DET,1520.442,1472.056,0.603,0.397,1518.223,1474.275,John Lackey,Jeremy Bonderman,51.662,47.236,10.519,-10.1,3,5
38658,8/12/2004,2004,0,s,TEX,NYY,1512.092,1554.395,0.474,0.526,1509.834,1556.653,erics001,herno001,41.469,54.568,3.606,2.83,1,5
38659,8/12/2004,2004,0,s,SEA,MIN,1475.002,1511.669,0.482,0.518,1472.911,1513.76,franr001,santj003,49.402,62.257,8.462,6.16,3,6
38662,8/12/2004,2004,0,s,OAK,DET,1549.663,1469.637,0.645,0.355,1547.244,1472.056,Tim Hudson,marom001,57.102,49.453,23.542,3.151,3,5
38671,8/12/2004,2004,0,s,ANA,BAL,1523.86,1498.386,0.571,0.429,1520.442,1501.804,Bartolo Colon,loper001,51.065,50.644,6.627,8.374,1,6
38673,8/11/2004,2004,0,s,TEX,NYY,1513.611,1552.876,0.478,0.522,1512.092,1554.395,regin001,sturt001,47.378,44.566,3.606,2.83,2,4
38674,8/11/2004,2004,0,s,SEA,MIN,1473.561,1513.11,0.478,0.522,1475.002,1511.669,madrb001,radkb001,48.554,56.159,8.462,6.16,4,3
38677,8/11/2004,2004,0,s,OAK,DET,1555.169,1464.131,0.66,0.34,1549.663,1469.637,redmm002,ledew001,49.587,47.649,10.951,3.151,3,11
38686,8/11/2004,2004,0,s,ANA,BAL,1522.397,1499.849,0.567,0.433,1523.86,1498.386,escok001,Erik Bedard,53.522,50.423,11.812,6.326,4,2
38688,8/10/2004,2004,0,s,TEX,NYY,1510.24,1556.247,0.468,0.532,1513.611,1552.876,dresr001,browk001,52.724,56.208,3.606,2.83,7,1
38689,8/10/2004,2004,0,s,SEA,MIN,1472.106,1514.565,0.473,0.527,1473.561,1513.11,mechg001,mulht001,46.265,47.054,8.462,6.16,4,3
38692,8/10/2004,2004,0,s,OAK,DET,1554.35,1464.95,0.658,0.342,1555.169,1464.131,Barry Zito,johnj007,49.689,54.005,-12.45,3.151,5,4
38701,8/10/2004,2004,0,s,ANA,BAL,1527.049,1495.196,0.58,0.42,1522.397,1499.849,selea001,cabrd001,46.964,49.721,11.812,8.374,3,11
38717,8/8/2004,2004,0,s,HOU,WSN,1513.146,1478.419,0.584,0.416,1510.544,1481.022,clemr001,kim-s001,58.485,43.51,-0.738,-0.064,2,5
38732,8/7/2004,2004,0,s,HOU,WSN,1516.716,1474.85,0.594,0.406,1513.146,1478.419,Andy Pettitte,raucj001,54.726,45.623,10.002,-0.064,3,8
38747,8/6/2004,2004,0,s,HOU,WSN,1514.752,1476.814,0.588,0.412,1516.716,1474.85,Roy Oswalt,biddr001,57.229,48.33,23.227,-0.064,4,0
38764,8/5/2004,2004,0,s,HOU,ATL,1516.065,1550.548,0.485,0.515,1514.752,1551.861,olivd001,hampm001,46.872,49.96,-0.738,9.185,5,6
38778,8/4/2004,2004,0,s,HOU,ATL,1517.391,1549.222,0.489,0.511,1516.065,1550.548,munrp001,thomj005,46.58,49.214,-0.738,9.185,4,5
38795,8/3/2004,2004,0,s,HOU,ATL,1515.974,1550.639,0.485,0.515,1517.391,1549.222,clemr001,ortir001,57.957,54.466,-0.738,9.185,3,2
38801,8/1/2004,2004,0,s,TEX,OAK,1517.685,1547.118,0.492,0.508,1515.694,1549.108,regin001,redmm002,47.705,46.634,3.606,10.951,1,4
38814,8/1/2004,2004,0,s,ANA,SEA,1523.409,1476.788,0.6,0.4,1524.428,1475.769,Bartolo Colon,franr001,50.993,48.456,5.306,8.462,3,2
38815,7/31/2004,2004,0,s,TEX,OAK,1520.466,1544.336,0.5,0.5,1517.685,1547.118,dresr001,Barry Zito,52.96,50.088,3.606,-9.607,4,9
38829,7/31/2004,2004,0,s,ANA,SEA,1522.38,1477.817,0.597,0.403,1523.409,1476.788,escok001,Ty Blach,53.53,43.087,11.812,-31.09,9,8
38830,7/30/2004,2004,0,s,TEX,OAK,1518.84,1545.962,0.496,0.504,1520.466,1544.336,narrs001,hardr001,47.4,53.184,3.606,10.951,7,5
38844,7/30/2004,2004,0,s,ANA,SEA,1521.341,1478.856,0.595,0.405,1522.38,1477.817,Ramon Ortiz,mechg001,44.762,46.252,-24.341,8.462,6,5
38846,7/29/2004,2004,0,s,TEX,OAK,1520.203,1544.599,0.499,0.501,1518.84,1545.962,R.A. Dickey,saark001,45.815,46.637,-14.734,10.951,6,7
38852,7/29/2004,2004,0,s,HOU,ARI,1514.721,1432.582,0.648,0.352,1512.309,1434.993,reddt001,corml001,47.203,44.767,-0.738,2.22,4,6
38856,7/29/2004,2004,0,s,ANA,SEA,1523.051,1477.146,0.599,0.401,1521.341,1478.856,selea001,villr001,47.264,48.285,11.812,8.462,5,6
38862,7/28/2004,2004,0,s,OAK,SEA,1543.671,1478.074,0.626,0.374,1544.599,1477.146,muldm001,moyej001,57.838,50.944,10.951,8.462,3,2
38864,7/28/2004,2004,0,s,HOU,ARI,1512.885,1434.417,0.643,0.357,1514.721,1432.582,clemr001,fossc001,57.474,45.854,-0.738,2.22,6,1
38871,7/28/2004,2004,0,s,ANA,TEX,1521.443,1521.811,0.534,0.466,1523.051,1520.203,John Lackey,rogek001,51.587,51.497,8.643,3.606,2,0
38877,7/27/2004,2004,0,s,OAK,SEA,1542.464,1479.281,0.623,0.377,1543.671,1478.074,redmm002,franr001,46.953,48.373,10.951,8.462,5,3
38879,7/27/2004,2004,0,s,HOU,ARI,1510.573,1436.73,0.637,0.363,1512.885,1434.417,Roy Oswalt,gonze001,57.282,44.539,24.722,2.22,10,3
38885,7/27/2004,2004,0,s,ANA,TEX,1519.815,1523.439,0.529,0.471,1521.443,1521.811,Bartolo Colon,regin001,49.266,47.4,-0.649,3.606,2,0
38890,7/26/2004,2004,0,s,OAK,SEA,1539.507,1482.238,0.615,0.385,1542.464,1479.281,Barry Zito,Ty Blach,50.779,44.022,-7.868,-26.687,14,5
38892,7/26/2004,2004,0,s,HOU,ARI,1513.535,1433.767,0.645,0.355,1510.573,1436.73,Andy Pettitte,webbb001,54.797,51.501,13.108,2.22,1,4
38899,7/26/2004,2004,0,s,ANA,TEX,1522.995,1520.26,0.538,0.462,1519.815,1523.439,escok001,dresr001,54.07,52.689,11.812,3.606,1,6
38903,7/25/2004,2004,0,s,SEA,ANA,1479.464,1525.769,0.468,0.532,1482.238,1522.995,pinej001,Ramon Ortiz,51.802,45.01,8.462,-21.39,6,2
38906,7/25/2004,2004,0,s,OAK,TEX,1536.426,1523.34,0.553,0.447,1539.507,1520.26,hardr001,wasdj001,53.211,45.771,10.951,3.606,9,2
38909,7/25/2004,2004,0,s,HOU,MIL,1510.463,1477.974,0.581,0.419,1513.535,1474.902,munrp001,david002,45.328,52.258,-0.738,10.061,9,1
38920,7/24/2004,2004,0,s,SEA,ANA,1481.87,1523.363,0.475,0.525,1479.464,1525.769,villr001,selea001,48.064,47.355,8.462,11.812,4,8
38923,7/24/2004,2004,0,s,OAK,TEX,1534.185,1525.581,0.547,0.453,1536.426,1523.34,saark001,R.A. Dickey,46.53,46.233,10.951,-13.884,6,2
38926,7/24/2004,2004,0,s,HOU,MIL,1508.725,1479.712,0.576,0.424,1510.463,1477.974,reddt001,hendb001,46.372,46.134,-0.738,10.061,6,3
38934,7/23/2004,2004,0,s,SEA,ANA,1484.996,1520.237,0.484,0.516,1481.87,1523.363,moyej001,John Lackey,52.218,51.854,8.462,10.439,2,8
38937,7/23/2004,2004,0,s,OAK,TEX,1537.49,1522.276,0.556,0.444,1534.185,1525.581,muldm001,rogek001,59.09,51.607,10.951,3.606,3,8
38939,7/23/2004,2004,0,s,HOU,MIL,1510.367,1478.07,0.58,0.42,1508.725,1479.712,clemr001,Chris Capuano,58.715,50.12,-0.738,-4.658,6,7
38947,7/22/2004,2004,0,s,TEX,ANA,1527.206,1515.308,0.551,0.449,1522.276,1520.237,rodrr005,Bartolo Colon,47.686,47.679,3.606,-7.769,1,11
38950,7/22/2004,2004,0,s,SEA,OAK,1483.002,1539.484,0.453,0.547,1484.996,1537.49,franr001,redmm002,48.205,46.82,8.462,10.951,4,2
38961,7/21/2004,2004,0,s,TEX,ANA,1526.006,1516.507,0.548,0.452,1527.206,1515.308,dresr001,escok001,51.951,53.519,3.606,11.812,3,2
38964,7/21/2004,2004,0,s,SEA,OAK,1481.462,1541.023,0.449,0.551,1483.002,1539.484,Ty Blach,Barry Zito,44.5,52.096,-24.835,-4.155,6,5
38976,7/20/2004,2004,0,s,TEX,CHW,1524.489,1532.858,0.522,0.478,1526.006,1531.341,wasdj001,Jon Garland,45.104,50.974,3.606,4.46,6,4
38978,7/20/2004,2004,0,s,SEA,BOS,1483.028,1541.049,0.451,0.549,1481.462,1542.615,pinej001,lowed001,53.54,46.522,8.462,7.251,7,9
38980,7/20/2004,2004,0,s,OAK,TOR,1540.01,1492.177,0.602,0.398,1541.023,1491.164,hardr001,bushd001,51.515,47.903,10.951,10.233,1,0
38983,7/20/2004,2004,0,s,HOU,LAD,1507.231,1532.856,0.498,0.502,1505.505,1534.581,munrp001,weavj002,45.048,50.671,-0.738,11.008,5,7
38990,7/20/2004,2004,0,s,ANA,CLE,1521.472,1492.843,0.575,0.425,1516.507,1497.808,washj001,Jake Westbrook,52.342,51.079,11.812,5.729,5,14
38991,7/19/2004,2004,0,s,TEX,CHW,1527.865,1529.482,0.532,0.468,1524.489,1532.858,benoj001,schos001,49.07,47.293,3.606,5.454,6,12
38993,7/19/2004,2004,0,s,SEA,BOS,1480.091,1543.986,0.443,0.557,1483.028,1541.049,villr001,Bronson Arroyo,47.414,49.687,8.462,-16.234,8,4
38995,7/19/2004,2004,0,s,OAK,TOR,1542.246,1489.941,0.608,0.392,1540.01,1492.177,saark001,towej001,47.198,47.278,10.951,10.233,3,5
38998,7/19/2004,2004,0,s,HOU,LAD,1508.601,1531.485,0.502,0.498,1507.231,1532.856,duckb001,alvaw001,45.247,52.812,-0.738,11.008,6,7
39005,7/19/2004,2004,0,s,ANA,CLE,1524.092,1490.223,0.583,0.417,1521.472,1492.843,selea001,tadak001,48.216,48.481,11.812,-2.335,5,8
39006,7/18/2004,2004,0,s,TEX,TOR,1526.6,1491.205,0.585,0.415,1527.865,1489.941,rogek001,batim001,51.67,52.961,3.606,10.233,7,5
39008,7/18/2004,2004,0,s,SEA,CLE,1478.373,1491.941,0.515,0.485,1480.091,1490.223,moyej001,elars001,52.73,42.441,8.462,-2.335,7,5
39010,7/18/2004,2004,0,s,OAK,CHW,1540.707,1531.021,0.548,0.452,1542.246,1529.482,muldm001,loaie001,58.576,52.178,10.951,5.454,5,3
39013,7/18/2004,2004,0,s,HOU,SDP,1507.06,1499.958,0.545,0.455,1508.601,1498.417,clemr001,lawrb001,58.173,49.395,-0.738,12.389,5,3
39020,7/18/2004,2004,0,s,ANA,BOS,1526.722,1541.356,0.513,0.487,1524.092,1543.986,John Lackey,schic002,52.329,61.709,11.332,7.251,2,6
39021,7/17/2004,2004,0,s,TEX,TOR,1524.665,1493.14,0.579,0.421,1526.6,1491.205,rodrr005,Ted Lilly,46.823,51.883,3.606,10.298,4,0
39023,7/17/2004,2004,0,s,SEA,CLE,1479.803,1490.511,0.519,0.481,1478.373,1491.941,franr001,CC Sabathia,48.057,53.554,8.462,17.272,5,6
39025,7/17/2004,2004,0,s,OAK,CHW,1543.169,1528.559,0.555,0.445,1540.707,1531.021,redmm002,Freddy Garcia,47.191,55.416,10.951,26.532,2,5
39028,7/17/2004,2004,0,s,HOU,SDP,1509.485,1497.533,0.552,0.448,1507.06,1499.958,Roy Oswalt,welld001,58.751,55.453,32.204,12.389,4,7
39035,7/17/2004,2004,0,s,ANA,BOS,1523.861,1544.217,0.505,0.495,1526.722,1541.356,Bartolo Colon,waket001,47.141,53.412,-12.671,7.251,8,3
39036,7/16/2004,2004,0,s,TEX,TOR,1521.311,1496.495,0.57,0.43,1524.665,1493.14,dresr001,Roy Halladay,51.361,58.018,3.606,38.371,11,2
39038,7/16/2004,2004,0,s,SEA,CLE,1485.285,1485.029,0.535,0.465,1479.803,1490.511,Ty Blach,Cliff Lee,46.605,53.118,-18.396,15.435,6,18
39040,7/16/2004,2004,0,s,OAK,CHW,1540.943,1530.786,0.549,0.451,1543.169,1528.559,Barry Zito,Mark Buehrle,51.052,54.175,-7.36,20.205,5,1
39043,7/16/2004,2004,0,s,HOU,SDP,1512.392,1494.626,0.56,0.44,1509.485,1497.533,Andy Pettitte,Jake Peavy,54.979,51.482,14.039,9.132,1,5
39050,7/16/2004,2004,0,s,ANA,BOS,1525.664,1542.414,0.51,0.49,1523.861,1544.217,escok001,martp001,53.658,62.674,11.812,7.251,2,4
39052,7/15/2004,2004,0,s,SEA,CLE,1484.028,1486.286,0.531,0.469,1485.285,1485.029,pinej001,Jake Westbrook,52.64,50.063,8.462,2.049,2,1
39053,7/15/2004,2004,0,s,OAK,CHW,1539.387,1532.341,0.545,0.455,1540.943,1530.786,hardr001,Jon Garland,50.564,51.246,10.951,6.246,4,2
39062,7/15/2004,2004,0,s,ANA,BOS,1522.105,1545.973,0.5,0.5,1525.664,1542.414,washj001,lowed001,51.171,47.268,11.812,7.251,8,1
39170,7/4/2004,2004,0,s,HOU,TEX,1524.102,1513.777,0.549,0.451,1517.579,1520.3,Andy Pettitte,benoj001,56.252,48.752,19.101,3.606,3,18
39177,7/4/2004,2004,0,s,ANA,LAD,1509.343,1510.59,0.533,0.467,1506.59,1513.343,escok001,weavj002,53.413,50.063,11.812,11.008,2,6
39185,7/3/2004,2004,0,s,HOU,TEX,1522.561,1515.318,0.545,0.455,1524.102,1513.777,grifj001,rodrr005,45.984,45.84,-0.738,3.606,10,8
39192,7/3/2004,2004,0,s,ANA,LAD,1511.725,1508.208,0.54,0.46,1509.343,1510.59,Bartolo Colon,Edwin Jackson,48.105,49.355,-4.761,-2.242,5,8
39201,7/2/2004,2004,0,s,HOU,TEX,1521.001,1516.878,0.54,0.46,1522.561,1515.318,Roy Oswalt,dresr001,59.124,51.781,32.308,3.606,7,5
39208,7/2/2004,2004,0,s,ANA,LAD,1509.39,1510.543,0.533,0.467,1511.725,1508.208,selea001,ishik001,48.215,47.817,11.812,11.008,7,3
39210,7/1/2004,2004,0,s,SEA,TEX,1498.253,1519.419,0.504,0.496,1500.794,1516.878,Ty Blach,wasdj001,47.4,46.595,-18.09,3.606,8,4
39212,7/1/2004,2004,0,s,OAK,ANA,1544.164,1511.411,0.581,0.419,1546.185,1509.39,saark001,washj001,45.15,50.779,10.951,11.812,7,3
39224,6/30/2004,2004,0,s,SEA,TEX,1500.502,1517.17,0.511,0.489,1498.253,1519.419,nagec001,rogek001,47.734,54.691,8.462,3.606,6,9
39227,6/30/2004,2004,0,s,OAK,ANA,1542.752,1512.823,0.577,0.423,1544.164,1511.411,Barry Zito,John Lackey,52.418,50.836,-4.54,7.558,4,2
39239,6/29/2004,2004,0,s,SEA,TEX,1499.16,1518.512,0.507,0.493,1500.502,1517.17,pinej001,benoj001,51.842,49.096,8.462,3.606,4,3
39242,6/29/2004,2004,0,s,OAK,ANA,1541.641,1513.933,0.574,0.426,1542.752,1512.823,muldm001,escok001,60.021,53.82,10.951,11.812,5,4
39254,6/28/2004,2004,0,s,SEA,TEX,1501.424,1516.248,0.513,0.487,1499.16,1518.512,franr001,biern001,51.801,41.746,8.462,3.606,5,8
39263,6/27/2004,2004,0,s,TEX,HOU,1517.716,1520.659,0.53,0.47,1516.248,1522.128,dresr001,Roy Oswalt,50.306,57.375,3.606,26.193,0,1
39265,6/27/2004,2004,0,s,SEA,SDP,1504.323,1492.594,0.551,0.449,1501.424,1495.493,moyej001,eatoa001,55.365,51.154,8.462,12.389,1,5
39266,6/27/2004,2004,0,s,OAK,SFG,1544.035,1538.215,0.543,0.457,1541.641,1540.609,redmm002,hermd001,50.732,49.354,10.951,4.116,2,5
39277,6/26/2004,2004,0,s,TEX,HOU,1516.443,1521.933,0.527,0.473,1517.716,1520.659,wasdj001,reddt001,47.167,46.956,3.606,-0.738,8,7
39279,6/26/2004,2004,0,s,SEA,SDP,1502.044,1494.873,0.545,0.455,1504.323,1492.594,villr001,valdi001,47.46,45.871,8.462,12.389,7,3
39280,6/26/2004,2004,0,s,OAK,SFG,1542.805,1539.445,0.539,0.461,1544.035,1538.215,hardr001,ruetk001,50.872,45.005,10.951,4.116,8,7
39292,6/25/2004,2004,0,s,TEX,HOU,1514.925,1523.451,0.522,0.478,1516.443,1521.933,rogek001,millw001,53.039,54.368,3.606,-0.738,3,1
39294,6/25/2004,2004,0,s,SEA,SDP,1503.577,1493.34,0.549,0.451,1502.044,1494.873,Freddy Garcia,lawrb001,55.187,50.328,16.553,12.389,2,3
39295,6/25/2004,2004,0,s,OAK,SFG,1544.754,1537.496,0.545,0.455,1542.805,1539.445,Barry Zito,schmj001,53.432,65.967,-1.316,4.116,4,6
39307,6/24/2004,2004,0,s,TEX,SEA,1513.506,1504.996,0.547,0.453,1514.925,1503.577,benoj001,pinej001,49.688,52.244,3.606,8.462,9,7
39313,6/24/2004,2004,0,s,HOU,PIT,1522.462,1469.494,0.609,0.391,1523.451,1468.505,clemr001,burns001,57.041,48.07,-0.738,6.884,3,2
39318,6/24/2004,2004,0,s,ANA,OAK,1510.129,1543.435,0.487,0.513,1508.81,1544.754,Ramon Ortiz,muldm001,43.741,59.131,-26.672,10.951,1,2
