,date,season,neutral,playoff,home_team,away_team,home_pre,away_pre,home_prob,away_prob,home_post,away_post,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score
9,10/16/2020,2020,1,l,ATL,LAD,1560.74,1597.372,0.43,0.57,1557.527,1600.585,A.J. Minter,Dustin May,47.4,49.969,-10.7,-10.214,3,7
11,10/15/2020,2020,1,l,ATL,LAD,1553.411,1604.701,0.403,0.597,1560.74,1597.372,Bryse Wilson,Clayton Kershaw,47.317,57.544,-10.048,24.874,10,2
14,10/14/2020,2020,1,l,ATL,LAD,1559.588,1598.524,0.426,0.574,1553.411,1604.701,Kyle Wright,Julio Urias,47.719,50.639,-10.023,-7.34,3,15
24,10/8/2020,2020,1,d,FLA,ATL,1477.39,1548.125,0.368,0.632,1473.749,1551.766,Sixto Sanchez,Kyle Wright,51.412,45.868,9.443,-16.637,0,7
28,10/7/2020,2020,1,d,ATL,FLA,1546.264,1479.251,0.626,0.374,1548.125,1477.39,Ian Anderson,Pablo Lopez,54.106,51.478,23.066,10.076,2,0
32,10/6/2020,2020,1,d,ATL,FLA,1543.508,1482.007,0.616,0.384,1546.264,1479.251,Max Fried,Sandy Alcantara,54.191,53.25,22.956,18.181,9,5
40,10/1/2020,2020,0,c,ATL,CIN,1540.459,1499.042,0.623,0.377,1543.508,1495.993,Ian Anderson,Luis Castillo,52.395,56.675,15.64,8.927,5,0
48,9/30/2020,2020,0,c,ATL,CIN,1539.012,1500.489,0.618,0.382,1540.459,1499.042,Max Fried,Trevor Bauer,53.378,58.884,21.233,20.963,1,0
60,9/27/2020,2020,0,s,ATL,BOS,1543.998,1492.698,0.607,0.393,1539.012,1497.683,Bryse Wilson,Nick Pivetta,47.399,48.27,-6.983,-0.331,1,9
63,9/27/2020,2020,0,s,WSN,NYM,1525.566,1508.563,0.559,0.441,1529.429,1504.701,Austin Voth,Seth Lugo,47.273,48.244,-22.13,-12.354,15,5
75,9/26/2020,2020,0,s,ATL,BOS,1548.285,1488.411,0.618,0.382,1543.998,1492.698,Tucker Davidson,Tanner Houck,47.4,50.646,-8.439,11.643,2,8
81,9/26/2020,2020,0,s,WSN,NYM,1523.961,1510.169,0.554,0.446,1525.566,1508.563,Anibal Sanchez,Rick Porcello,48.893,49.735,-14.508,-6.414,5,3
83,9/26/2020,2020,0,s,WSN,NYM,1522.724,1511.406,0.551,0.449,1523.961,1510.169,Max Scherzer,Jacob deGrom,58.156,63.403,28.886,57.796,4,3
96,9/25/2020,2020,0,s,ATL,BOS,1547.313,1489.382,0.616,0.384,1548.285,1488.411,Kyle Wright,Chris Mazza,44.425,47.163,-21.825,-4.314,8,7
107,9/24/2020,2020,0,s,ATL,FLA,1549.849,1466.806,0.649,0.351,1547.313,1469.342,Ian Anderson,Pablo Lopez,52.326,50.605,15.503,9.818,2,4
110,9/24/2020,2020,0,s,WSN,NYM,1524.338,1509.792,0.555,0.445,1522.724,1511.406,Patrick Corbin,David Peterson,52.257,48.8,0.758,-9.867,2,3
118,9/23/2020,2020,0,s,NYM,TBD,1511.884,1554.932,0.473,0.527,1509.792,1557.024,Michael Wacha,Tyler Glasnow,45.915,54.539,-23.736,4.306,5,8
119,9/23/2020,2020,0,s,ATL,FLA,1547.978,1468.677,0.644,0.356,1549.849,1466.806,Max Fried,Sixto Sanchez,54.661,51.712,25.525,14.378,9,4
126,9/23/2020,2020,0,s,WSN,PHI,1529.452,1496.599,0.581,0.419,1524.338,1501.713,Erick Fedde,Zach Eflin,44.84,49.293,-33.876,-10.776,3,12
136,9/22/2020,2020,0,s,NYM,TBD,1509.443,1557.373,0.466,0.534,1511.884,1554.932,Seth Lugo,Blake Snell,47.579,55.36,-15.446,7.778,5,2
137,9/22/2020,2020,0,s,ATL,FLA,1545.032,1471.624,0.637,0.363,1547.978,1468.677,Bryse Wilson,Jose Urena,45.696,48.132,-15.805,-2.791,11,1
142,9/22/2020,2020,0,s,WSN,PHI,1528.313,1497.738,0.578,0.422,1529.452,1496.599,Paolo Espino,David Hale,46.446,47.145,-26.694,-20.813,8,7
143,9/22/2020,2020,0,s,WSN,PHI,1526.158,1499.894,0.572,0.428,1528.313,1497.738,Austin Voth,Aaron Nola,45.918,58.09,-28.184,30.615,5,1
147,9/21/2020,2020,0,s,NYM,TBD,1510.737,1556.079,0.469,0.531,1509.443,1557.373,Jacob deGrom,Peter Fairbanks,63.107,47.863,58.397,-27.469,1,2
148,9/21/2020,2020,0,s,ATL,FLA,1544.125,1472.53,0.634,0.366,1545.032,1471.624,Huascar Ynoa,Trevor Rogers,46.826,46.548,-11.02,-10.834,5,4
153,9/21/2020,2020,0,s,WSN,PHI,1523.961,1502.09,0.566,0.434,1526.158,1499.894,Anibal Sanchez,Zack Wheeler,48.357,56.482,-16.381,23.309,5,1
156,9/20/2020,2020,0,s,FLA,WSN,1478.076,1518.416,0.477,0.523,1472.53,1523.961,Braxton Garrett,Ben Braymer,48.405,47.4,-3.347,-20.36,0,15
162,9/20/2020,2020,0,s,PHI,TOR,1504.654,1488.363,0.558,0.442,1502.09,1490.926,Adonis Medina,Taijuan Walker,47.4,50.031,-19.428,0.759,3,6
165,9/20/2020,2020,0,s,NYM,ATL,1514.334,1540.528,0.497,0.503,1510.737,1544.125,Rick Porcello,Kyle Wright,48.624,41.495,-8.716,-34.771,0,7
166,9/20/2020,2020,0,s,FLA,WSN,1476.532,1519.96,0.472,0.528,1478.076,1518.416,Sandy Alcantara,Max Scherzer,51.453,58.282,11.576,30.978,2,1
179,9/19/2020,2020,0,s,NYM,ATL,1511.274,1543.588,0.488,0.512,1514.334,1540.528,David Peterson,Ian Anderson,47.562,52.528,-13.14,17.141,7,2
182,9/19/2020,2020,0,s,FLA,WSN,1473.639,1522.852,0.464,0.536,1476.532,1519.96,Pablo Lopez,Patrick Corbin,50.071,53.908,5.639,8.958,7,3
184,9/19/2020,2020,0,s,PHI,TOR,1503.064,1489.953,0.553,0.447,1504.654,1488.363,Vince Velasquez,Hyun-Jin Ryu,47.062,56.384,-20.5,31.377,3,1
192,9/18/2020,2020,0,s,FLA,WSN,1468.18,1528.311,0.448,0.552,1473.639,1522.852,Daniel Castano,Wil Crowe,47.239,44.317,-7.658,-37.685,14,3
196,9/18/2020,2020,0,s,PHI,TOR,1501.847,1491.17,0.55,0.45,1503.064,1489.953,David Hale,Ross Stripling,47.4,46.947,-19.249,-13.304,8,7
198,9/18/2020,2020,0,s,NYM,ATL,1516.67,1538.191,0.504,0.496,1511.274,1543.588,Steven Matz,Max Fried,46.399,54.451,-20.286,26.642,2,15
201,9/18/2020,2020,0,s,FLA,WSN,1470.848,1525.643,0.456,0.544,1468.18,1528.311,Sixto Sanchez,Erick Fedde,53.455,43.476,20.784,-40.764,0,5
209,9/17/2020,2020,0,s,PHI,NYM,1500.706,1513.957,0.515,0.485,1497.993,1516.67,Aaron Nola,Seth Lugo,58.979,49.516,35.815,-7.531,6,10
215,9/17/2020,2020,0,s,FLA,BOS,1472.793,1487.552,0.513,0.487,1470.848,1489.497,Jose Urena,Nathan Eovaldi,47.572,49.489,-6.404,10.538,3,5
225,9/16/2020,2020,0,s,PHI,NYM,1502.166,1512.498,0.52,0.48,1500.706,1513.957,Zack Wheeler,Jacob deGrom,56.441,64.261,24.167,61.3,4,5
226,9/16/2020,2020,0,s,FLA,BOS,1470.18,1490.165,0.506,0.494,1472.793,1487.552,Trevor Rogers,Mike Kickham,46.161,47.699,-12.945,0.768,8,4
241,9/15/2020,2020,0,s,PHI,NYM,1500.003,1514.661,0.513,0.487,1502.166,1512.498,Jake Arrieta,Rick Porcello,47.228,48.543,-19.091,-12.626,4,1
244,9/15/2020,2020,0,s,FLA,BOS,1472.115,1488.229,0.511,0.489,1470.18,1490.165,Sandy Alcantara,Tanner Houck,50.878,47.4,9.861,0.108,0,2
254,9/14/2020,2020,0,s,FLA,PHI,1469.374,1502.744,0.487,0.513,1472.115,1500.003,Pablo Lopez,Vince Velasquez,48.897,47.587,1.674,-18.076,6,2
260,9/13/2020,2020,0,s,FLA,PHI,1465.495,1506.623,0.475,0.525,1469.374,1502.744,Braxton Garrett,Zach Eflin,47.4,48.698,-4.845,-13.71,8,1
270,9/13/2020,2020,0,s,FLA,PHI,1463.947,1508.171,0.471,0.529,1465.495,1506.623,Sixto Sanchez,Ramon Rosso,52.075,47.4,18.086,-20.322,2,1
272,9/13/2020,2020,0,s,WSN,ATL,1528.58,1542.749,0.514,0.486,1525.855,1545.474,Max Scherzer,Kyle Wright,59.549,41.275,33.311,-36.477,4,8
284,9/12/2020,2020,0,s,FLA,PHI,1467.114,1505.004,0.48,0.52,1463.947,1508.171,Jose Urena,Spencer Howard,48.738,46.383,1.32,-25.479,6,12
285,9/12/2020,2020,0,s,WSN,ATL,1530.062,1541.267,0.518,0.482,1528.58,1542.749,Patrick Corbin,Ian Anderson,53.386,49.874,4.883,5.49,1,2
290,9/11/2020,2020,0,s,FLA,PHI,1465.111,1507.008,0.474,0.526,1467.114,1505.004,Daniel Castano,Blake Parker,46.954,46.642,-6.974,-24.097,5,3
300,9/11/2020,2020,0,s,WSN,ATL,1528.697,1542.632,0.514,0.486,1530.062,1541.267,Erick Fedde,Josh Tomlin,43.143,45.855,-43.378,-13.909,8,7
301,9/11/2020,2020,0,s,FLA,PHI,1469.791,1502.327,0.488,0.512,1465.111,1507.008,Trevor Rogers,Aaron Nola,49.179,57.923,1.798,30.219,0,11
307,9/10/2020,2020,0,s,FLA,PHI,1468.288,1503.83,0.483,0.517,1469.791,1502.327,Sandy Alcantara,Jake Arrieta,51.536,47.344,12.383,-19.808,7,6
309,9/10/2020,2020,0,s,WSN,ATL,1530.18,1541.149,0.519,0.481,1528.697,1542.632,Austin Voth,Robbie Erlin,44.875,45.623,-35.312,-16.062,6,7
320,9/9/2020,2020,0,s,NYM,BAL,1510.625,1471.913,0.589,0.411,1511.711,1470.828,Rick Porcello,Jorge Lopez,49.484,44.498,-8.291,-17.77,7,6
321,9/9/2020,2020,0,s,ATL,FLA,1536.268,1473.169,0.623,0.377,1541.149,1468.288,Tommy Milone,Pablo Lopez,45.503,50.662,-18.459,6.683,29,9
332,9/8/2020,2020,0,s,PHI,BOS,1506.437,1484.802,0.565,0.435,1503.83,1487.409,Vince Velasquez,Chris Mazza,46.858,46.399,-21.626,-3.537,2,5
333,9/8/2020,2020,0,s,NYM,BAL,1515.984,1466.555,0.604,0.396,1510.625,1471.913,Michael Wacha,John Means,46.835,50.402,-21.823,10.687,2,11
335,9/8/2020,2020,0,s,ATL,FLA,1541.582,1467.855,0.637,0.363,1536.268,1473.169,Kyle Wright,Sixto Sanchez,43.195,50.255,-30.696,5.854,0,8
341,9/8/2020,2020,0,s,WSN,TBD,1528.305,1554.775,0.496,0.504,1530.18,1552.899,Anibal Sanchez,Ryan Yarbrough,48.878,52.657,-16.372,-5.41,5,3
342,9/8/2020,2020,0,s,PHI,BOS,1505.263,1485.976,0.562,0.438,1506.437,1484.802,Zach Eflin,Martin Perez,49.19,47.588,-11.24,1.538,6,5
349,9/7/2020,2020,0,s,WSN,TBD,1525.23,1557.85,0.488,0.512,1528.305,1554.775,Max Scherzer,Charlie Morton,58.827,57.103,31.379,15.553,6,1
353,9/7/2020,2020,0,s,NYM,PHI,1517.578,1503.67,0.554,0.446,1515.984,1505.263,David Peterson,Zack Wheeler,49.195,56.506,-11.963,23.316,8,9
354,9/7/2020,2020,0,s,ATL,FLA,1543.466,1465.971,0.642,0.358,1541.582,1467.855,Ian Anderson,Jose Urena,50.538,48.746,3.476,-1.255,4,5
366,9/6/2020,2020,0,s,NYM,PHI,1512.775,1508.473,0.541,0.459,1517.578,1503.67,Jacob deGrom,Aaron Nola,63.472,59.071,56.155,34.641,14,1
367,9/6/2020,2020,0,s,ATL,WSN,1540.326,1528.369,0.552,0.448,1543.466,1525.23,Josh Tomlin,Patrick Corbin,44.696,54.515,-23.124,10.155,10,3
377,9/5/2020,2020,0,s,NYM,PHI,1510.377,1510.87,0.534,0.466,1512.775,1508.473,Seth Lugo,Spencer Howard,48.978,46.226,-11.646,-25.9,5,1
380,9/5/2020,2020,0,s,ATL,WSN,1544.129,1524.567,0.562,0.438,1540.326,1528.369,Max Fried,Erick Fedde,54.718,44.3,23.969,-39.335,4,10
397,9/4/2020,2020,0,s,ATL,WSN,1545.735,1522.961,0.567,0.433,1544.129,1524.567,Huascar Ynoa,Wil Crowe,46.193,45.898,-16.978,-33.049,9,10
398,9/4/2020,2020,0,s,NYM,PHI,1512.406,1508.842,0.54,0.46,1510.377,1510.87,Rick Porcello,Jake Arrieta,48.723,46.748,-12.251,-23.121,3,5
404,9/4/2020,2020,0,s,ATL,WSN,1542.936,1525.759,0.559,0.441,1545.735,1522.961,Tommy Milone,Austin Voth,45.07,45.979,-22.067,-33.888,7,1
411,9/3/2020,2020,0,s,NYM,NYY,1510.396,1559.055,0.465,0.535,1512.406,1557.046,Robert Gsellman,J.A. Happ,43.828,51.289,-36.447,-18.66,9,7
412,9/3/2020,2020,0,s,PHI,WSN,1507.472,1527.129,0.506,0.494,1508.842,1525.759,Zach Eflin,Anibal Sanchez,49.048,49.771,-12.299,-17.075,6,5
423,9/2/2020,2020,0,s,PHI,WSN,1505.233,1529.368,0.5,0.5,1507.472,1527.129,Zack Wheeler,Max Scherzer,55.473,59.297,19.061,27.53,3,0
425,9/2/2020,2020,0,s,FLA,TOR,1465.2,1500.96,0.483,0.517,1463.818,1502.341,Sixto Sanchez,Hyun-Jin Ryu,49.424,56.923,3.022,28.025,1,2
438,9/1/2020,2020,0,s,PHI,WSN,1501.853,1532.748,0.49,0.51,1505.233,1529.368,Aaron Nola,Patrick Corbin,57.681,54.838,31.054,6.332,6,0
440,9/1/2020,2020,0,s,FLA,TOR,1463.68,1502.48,0.479,0.521,1465.2,1500.96,Elieser Hernandez,Julian Merryweather,49.687,48.406,4.17,-11.924,3,2
447,8/31/2020,2020,0,s,PHI,WSN,1499.946,1534.655,0.485,0.515,1501.853,1532.748,Spencer Howard,Erick Fedde,45.61,44.274,-25.585,-43.734,8,6
452,8/31/2020,2020,0,s,NYM,FLA,1512.906,1461.329,0.607,0.393,1510.555,1463.68,Jacob deGrom,Trevor Rogers,64.397,48.38,58.797,-1.756,3,5
453,8/30/2020,2020,0,s,PHI,ATL,1501.725,1534.284,0.488,0.512,1499.946,1536.063,Jake Arrieta,Tommy Milone,48.427,46.549,-14.065,-16.137,10,12
454,8/30/2020,2020,0,s,NYM,NYY,1514.985,1559.724,0.47,0.53,1512.906,1561.802,Seth Lugo,Deivi Garcia,48.836,47.4,-14.348,-38.343,2,5
464,8/30/2020,2020,0,s,FLA,TBD,1463.605,1554.979,0.404,0.596,1461.329,1557.255,Sandy Alcantara,Blake Snell,52.42,55.763,15.769,8.375,7,12
477,8/29/2020,2020,0,s,FLA,TBD,1465.654,1552.931,0.41,0.59,1463.605,1554.979,Pablo Lopez,Josh Fleming,50.609,47.513,7.992,-29.797,0,4
483,8/29/2020,2020,0,s,PHI,ATL,1499.38,1536.629,0.481,0.519,1501.725,1534.284,Zach Eflin,Josh Tomlin,47.811,44.95,-15.958,-24.129,4,1
493,8/28/2020,2020,0,s,NYM,NYY,1515.571,1559.138,0.472,0.528,1517.071,1557.637,David Peterson,Jonathan Loaisiga,49.553,48.728,-10.676,-31.146,4,3
494,8/28/2020,2020,0,s,FLA,TBD,1467.128,1551.456,0.414,0.586,1465.654,1552.931,Sixto Sanchez,Ryan Yarbrough,47.212,51.752,-6.794,-9.113,0,2
497,8/28/2020,2020,0,s,PHI,ATL,1496.996,1539.013,0.474,0.526,1499.38,1536.629,Zack Wheeler,Robbie Erlin,55.413,46.513,20.028,-17.346,7,4
511,8/26/2020,2020,0,s,NYM,FLA,1512.268,1468.187,0.597,0.403,1513.327,1467.128,Jacob deGrom,Elieser Hernandez,63.737,50.44,56.71,7.747,5,4
514,8/26/2020,2020,0,s,ATL,NYY,1537.633,1562.761,0.498,0.502,1539.013,1561.381,Max Fried,Masahiro Tanaka,53.858,53.468,17.985,-8.098,2,1
517,8/26/2020,2020,0,s,WSN,PHI,1537.39,1495.24,0.594,0.406,1535.633,1496.996,Patrick Corbin,Aaron Nola,55.084,57.317,5.746,29.616,2,3
518,8/26/2020,2020,0,s,ATL,NYY,1534.974,1565.42,0.491,0.509,1537.633,1562.761,Ian Anderson,Gerrit Cole,47.4,65.956,-11.491,49.705,5,1
521,8/25/2020,2020,0,s,FLA,NYM,1465.7,1514.755,0.464,0.536,1468.187,1512.268,Trevor Rogers,Seth Lugo,47.4,48.158,-6.049,-16.035,3,0
533,8/25/2020,2020,0,s,WSN,PHI,1541.168,1491.461,0.605,0.395,1537.39,1495.24,Erick Fedde,Jake Arrieta,44.521,47.94,-44.578,-14.139,3,8
534,8/25/2020,2020,0,s,NYM,FLA,1518.133,1462.322,0.613,0.387,1514.755,1465.7,Rick Porcello,Daniel Castano,48.774,46.632,-13.786,-9.572,0,4
543,8/24/2020,2020,0,s,WSN,FLA,1544.334,1459.156,0.652,0.348,1541.168,1462.322,Austin Voth,Pablo Lopez,48.736,50.658,-26.013,9.396,8,11
545,8/23/2020,2020,0,s,ATL,PHI,1536.701,1489.734,0.601,0.399,1534.974,1491.461,Josh Tomlin,Zach Eflin,45.775,47.75,-20.104,-15.13,4,5
558,8/23/2020,2020,0,s,WSN,FLA,1542.251,1461.239,0.647,0.353,1544.334,1459.156,Anibal Sanchez,Humberto Mejia,49.679,46.581,-21.12,-10.196,9,3
565,8/22/2020,2020,0,s,FLA,WSN,1458.938,1544.552,0.412,0.588,1461.239,1542.251,Sixto Sanchez,Wil Crowe,47.4,47.4,-6.515,-33.007,5,3
568,8/22/2020,2020,0,s,ATL,PHI,1535.667,1490.769,0.598,0.402,1536.701,1489.734,Robbie Erlin,Zack Wheeler,46.34,54.874,-17.46,19.052,6,5
572,8/22/2020,2020,0,s,WSN,FLA,1543.676,1459.815,0.65,0.35,1544.552,1458.938,Max Scherzer,Daniel Castano,59.72,47.284,24.031,-7.501,5,4
584,8/21/2020,2020,0,s,ATL,PHI,1532.395,1494.04,0.589,0.411,1535.667,1490.769,Max Fried,Aaron Nola,53.671,59.128,17.344,37.72,11,2
587,8/21/2020,2020,0,s,WSN,FLA,1545.676,1457.814,0.656,0.344,1543.676,1459.815,Patrick Corbin,Daniel Castano,55.421,47.116,3.542,-8.28,2,3
609,8/19/2020,2020,0,s,FLA,NYM,1459.473,1516.475,0.453,0.547,1457.814,1518.133,Pablo Lopez,Jacob deGrom,50.226,63.463,6.811,56.07,3,5
623,8/18/2020,2020,0,s,FLA,NYM,1462.175,1513.772,0.46,0.54,1459.473,1516.475,Humberto Mejia,Corey Oswalt,47.432,46.691,-6.87,-22.807,3,8
624,8/18/2020,2020,0,s,ATL,WSN,1534.743,1543.328,0.522,0.478,1532.395,1545.676,Josh Tomlin,Austin Voth,45.665,50.665,-20.383,-20.283,5,8
639,8/17/2020,2020,0,s,FLA,NYM,1465.554,1510.394,0.47,0.53,1462.175,1513.772,Jordan Yamamoto,Robert Gsellman,47.989,43.297,-5.007,-39.384,4,11
640,8/17/2020,2020,0,s,ATL,WSN,1533.433,1544.638,0.518,0.482,1534.743,1543.328,Touki Toussaint,Anibal Sanchez,48.988,50.183,-5.753,-23.255,7,6
654,8/16/2020,2020,0,s,FLA,ATL,1467.829,1531.157,0.444,0.556,1465.554,1533.433,Elieser Hernandez,Robbie Erlin,49.359,45.411,2.473,-21.913,0,4
655,8/16/2020,2020,0,s,PHI,NYM,1492.115,1512.976,0.505,0.495,1494.697,1510.394,Zack Wheeler,Rick Porcello,54.331,48.925,14.706,-13.208,6,2
666,8/15/2020,2020,0,s,FLA,ATL,1469.081,1529.906,0.447,0.553,1467.829,1531.157,Daniel Castano,Max Fried,46.352,53.094,-11.34,14.89,1,2
668,8/15/2020,2020,0,s,PHI,NYM,1489.483,1515.608,0.497,0.503,1492.115,1512.976,Aaron Nola,Steven Matz,58.057,46.987,33.562,-23.103,6,2
680,8/14/2020,2020,0,s,FLA,ATL,1465.211,1533.776,0.436,0.564,1469.081,1529.906,Pablo Lopez,Kyle Wright,49.893,44.174,5.671,-27.865,8,2
683,8/14/2020,2020,0,s,PHI,NYM,1488.067,1517.023,0.493,0.507,1489.483,1515.608,Spencer Howard,Walker Lockett,46.567,41.98,-21.492,-47.029,6,5
691,8/13/2020,2020,0,s,PHI,BAL,1492.298,1469.385,0.567,0.433,1488.067,1473.617,Jake Arrieta,Tom Eshelman,48.617,43.904,-12.17,-20.996,4,11
692,8/13/2020,2020,0,s,NYM,WSN,1513.621,1545.743,0.488,0.512,1517.023,1542.341,David Peterson,Austin Voth,48.323,52.096,-16.688,-18.161,8,2
696,8/12/2020,2020,0,s,NYM,WSN,1510.496,1548.868,0.479,0.521,1513.621,1545.743,Robert Gsellman,Anibal Sanchez,43.71,51.494,-39.148,-22.448,11,6
699,8/12/2020,2020,0,s,PHI,BAL,1493.942,1467.742,0.572,0.428,1492.298,1469.385,Zach Eflin,Wade LeBlanc,47.669,45.53,-16.747,-13.817,4,5
714,8/11/2020,2020,0,s,NYM,WSN,1511.839,1547.526,0.483,0.517,1510.496,1548.868,Rick Porcello,Max Scherzer,48.737,60.424,-15.5,19.77,1,2
717,8/11/2020,2020,0,s,PHI,BAL,1495.602,1466.082,0.576,0.424,1493.942,1467.742,Zack Wheeler,Alex Cobb,54.655,48.734,15.941,1.399,9,10
728,8/10/2020,2020,0,s,NYM,WSN,1516.89,1542.475,0.498,0.502,1511.839,1547.526,Steven Matz,Patrick Corbin,48.474,56.371,-18.318,0.782,4,16
730,8/10/2020,2020,0,s,PHI,ATL,1492.38,1540.566,0.465,0.535,1495.602,1537.344,Aaron Nola,Sean Newcomb,56.821,47.28,27.561,-16.854,13,8
732,8/9/2020,2020,0,s,PHI,ATL,1496.069,1536.876,0.476,0.524,1492.38,1540.566,Spencer Howard,Max Fried,47.4,52.364,-17.36,7.804,0,8
743,8/9/2020,2020,0,s,NYM,FLA,1515.536,1465.113,0.605,0.395,1516.89,1463.76,Jacob deGrom,Pablo Lopez,64.56,50.099,56.824,5.71,4,2
744,8/9/2020,2020,0,s,PHI,ATL,1498.206,1534.739,0.482,0.518,1496.069,1536.876,Vince Velasquez,Huascar Ynoa,46.546,47.4,-21.073,-15.416,2,5
745,8/9/2020,2020,0,s,WSN,BAL,1546.147,1462.41,0.65,0.35,1542.475,1466.082,Stephen Strasburg,Asher Wojciechowski,60.913,47.785,24.337,-3.078,2,6
750,8/8/2020,2020,0,s,NYM,FLA,1513.579,1467.07,0.6,0.4,1515.536,1465.113,David Peterson,Daniel Castano,48.757,47.4,-17.872,-7.643,8,4
754,8/8/2020,2020,0,s,WSN,BAL,1548.779,1459.778,0.657,0.343,1546.147,1462.41,Austin Voth,Tom Eshelman,50.621,43.506,-25.67,-23.181,3,5
755,8/8/2020,2020,0,s,PHI,ATL,1495.041,1537.904,0.473,0.527,1498.206,1534.739,Jake Arrieta,Kyle Wright,47.297,44.519,-16.465,-29.445,5,0
770,8/7/2020,2020,0,s,NYM,FLA,1515.356,1465.293,0.605,0.395,1513.579,1467.07,Michael Wacha,Humberto Mejia,47.328,47.4,-25.117,-7.702,3,4
773,8/7/2020,2020,0,s,WSN,BAL,1555.87,1452.687,0.675,0.325,1548.779,1459.778,Anibal Sanchez,Tommy Milone,52.433,45.585,-18.218,-12.267,0,11
775,8/6/2020,2020,0,s,FLA,BAL,1464.027,1453.953,0.549,0.451,1465.293,1452.687,Jordan Yamamoto,Wade LeBlanc,50.02,46.856,3.949,-7.615,8,7
778,8/6/2020,2020,0,s,ATL,TOR,1536.884,1489.144,0.602,0.398,1537.904,1488.123,Touki Toussaint,Nate Pearson,48.632,49.194,-9.56,-10.562,4,3
780,8/6/2020,2020,0,s,PHI,NYY,1493.403,1566.641,0.43,0.57,1495.041,1565.003,Zach Eflin,Jordan Montgomery,47.171,53.109,-16.759,-11.124,5,4
790,8/5/2020,2020,0,s,FLA,BAL,1462.748,1455.232,0.545,0.455,1464.027,1453.953,Jordan Yamamoto,Asher Wojciechowski,50.05,47.52,4.111,-4.292,2,1
793,8/5/2020,2020,0,s,PHI,NYY,1494.933,1565.111,0.434,0.566,1493.403,1566.641,Aaron Nola,Jonathan Loaisiga,55.793,48.548,24.982,-32.786,1,3
795,8/5/2020,2020,0,s,ATL,TOR,1538.632,1487.395,0.607,0.393,1536.884,1489.144,Sean Newcomb,Hyun-Jin Ryu,47.06,54.587,-16.91,15.628,1,2
798,8/5/2020,2020,0,s,WSN,NYM,1558.195,1513.032,0.598,0.402,1555.87,1515.356,Max Scherzer,Rick Porcello,61.142,47.556,22.264,-23.167,1,3
809,8/4/2020,2020,0,s,ATL,TOR,1535.458,1490.569,0.598,0.402,1538.632,1487.395,Max Fried,Matt Shoemaker,51.989,54.111,6.672,11.974,10,1
810,8/4/2020,2020,0,s,WSN,NYM,1556.778,1514.449,0.594,0.406,1558.195,1513.032,Patrick Corbin,Steven Matz,56.665,49.554,0.954,-14.941,5,3
820,8/3/2020,2020,0,s,ATL,NYM,1538.964,1510.943,0.574,0.426,1535.458,1514.449,Mike Soroka,Jacob deGrom,56.206,64.723,25.588,56.766,2,7
833,8/2/2020,2020,0,s,ATL,NYM,1536.811,1513.095,0.568,0.432,1538.964,1510.943,Kyle Wright,David Peterson,44.12,48.053,-31.306,-21.398,4,0
843,8/1/2020,2020,0,s,ATL,NYM,1534.024,1515.883,0.56,0.44,1536.811,1513.095,Touki Toussaint,Michael Wacha,47.783,48.119,-13.749,-22.053,7,1
857,7/31/2020,2020,0,s,ATL,NYM,1532.847,1517.06,0.557,0.443,1534.024,1515.883,Sean Newcomb,Rick Porcello,47.943,47.889,-13.964,-23.682,11,10
863,7/30/2020,2020,0,s,ATL,TBD,1531.541,1541.8,0.52,0.48,1532.847,1540.494,Max Fried,Ryan Yarbrough,50.907,53.232,0.991,-5.369,2,1
864,7/30/2020,2020,0,s,NYM,BOS,1519.096,1514.349,0.541,0.459,1517.06,1516.386,Steven Matz,Martin Perez,50.256,44.453,-13.353,-18.417,2,4
872,7/29/2020,2020,0,s,NYM,BOS,1520.659,1512.787,0.546,0.454,1519.096,1514.349,Jacob deGrom,Nathan Eovaldi,64.796,49.88,55.473,6.893,5,6
874,7/29/2020,2020,0,s,ATL,TBD,1529.393,1543.949,0.514,0.486,1531.541,1541.8,Mike Soroka,Charlie Morton,56.398,57.624,26.888,15.153,7,4
894,7/28/2020,2020,0,s,WSN,TOR,1557.259,1490.088,0.628,0.372,1553.754,1493.593,Austin Voth,Tanner Roark,51.129,48.595,-25.607,-13.201,1,5
902,7/27/2020,2020,0,s,WSN,TOR,1560.321,1487.026,0.636,0.364,1557.259,1490.088,Anibal Sanchez,Trent Thornton,53.461,48.583,-15.772,-13.491,1,4
906,7/26/2020,2020,0,s,NYM,ATL,1520.829,1529.564,0.522,0.478,1515.186,1535.208,Rick Porcello,Sean Newcomb,49.664,47.904,-17.128,-15.521,1,14
918,7/26/2020,2020,0,s,WSN,NYY,1561.885,1557.223,0.541,0.459,1560.321,1558.787,Patrick Corbin,Jonathan Loaisiga,55.733,48.229,-4.257,-37.195,2,3
919,7/26/2020,2020,0,s,PHI,FLA,1496.512,1454.813,0.593,0.407,1492.844,1458.481,Vince Velasquez,Robert Dugger,47.301,44.67,-15.919,-19.93,6,11
921,7/25/2020,2020,0,s,WSN,NYY,1558.537,1560.571,0.532,0.468,1561.885,1557.223,Erick Fedde,James Paxton,44.742,55.716,-56.236,-3.11,9,2
