,date,season,neutral,playoff,home_team,away_team,home_pre,away_pre,home_prob,away_prob,home_post,away_post,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_pitcher_rating,away_pitcher_rating,home_score,away_score
43088,9/13/2002,2002,0,s,PHI,PIT,1501.481,1455.305,0.6,0.4,1499.259,1457.527,merch002,foggj001,48.353,46.97,5.672,6.884,3,5
43092,9/13/2002,2002,0,s,FLA,ATL,1473.414,1559.011,0.412,0.588,1478.92,1553.505,pavac001,maddg002,43.754,55.684,6.762,9.185,13,3
43100,9/12/2002,2002,0,s,WSN,NYM,1490.777,1500.248,0.521,0.479,1487.317,1503.707,ohkat001,middj001,51.647,45.663,-0.064,7.922,2,8
43104,9/12/2002,2002,0,s,PHI,FLA,1499.065,1475.831,0.568,0.432,1501.481,1473.414,roa-j001,tejem001,47.265,44.954,5.672,6.762,6,1
43112,9/11/2002,2002,0,s,ATL,NYM,1562.864,1496.395,0.627,0.373,1559.011,1500.248,Jason Marquis,leita001,47.21,50.916,-27.048,7.922,0,5
43113,9/11/2002,2002,0,s,ATL,NYM,1561.375,1497.884,0.623,0.377,1562.864,1496.395,millk004,tracs001,58.399,51.866,9.185,7.922,8,5
43117,9/11/2002,2002,0,s,PHI,FLA,1496.023,1478.872,0.559,0.441,1499.065,1475.831,Brett Myers,Brad Penny,47.115,50.204,-15.853,7.609,9,2
43128,9/10/2002,2002,0,s,PHI,FLA,1497.606,1477.29,0.563,0.437,1496.023,1478.872,padiv001,waynj001,52.341,46.39,5.672,6.762,1,2
43130,9/10/2002,2002,0,s,PHI,FLA,1499.688,1475.208,0.569,0.431,1497.606,1477.29,Randy Wolf,tavaj001,59.009,44.102,40.321,6.762,4,6
43142,9/10/2002,2002,0,s,ATL,NYM,1559.098,1500.161,0.617,0.383,1561.375,1497.884,mossd001,astap001,52.617,49.598,9.185,7.922,12,6
43148,9/9/2002,2002,0,s,PHI,NYM,1501.635,1498.214,0.539,0.461,1499.688,1500.161,merch002,bacsm001,47.4,46.649,5.672,7.922,4,6
43162,9/8/2002,2002,0,s,PHI,NYM,1506.024,1493.825,0.552,0.448,1501.635,1498.214,duckb001,thomj005,48.076,50.27,5.672,7.922,3,11
43172,9/8/2002,2002,0,s,ATL,WSN,1563.978,1486.494,0.642,0.358,1559.098,1491.374,glavt001,Bartolo Colon,52.211,57.186,9.185,38.422,0,7
43177,9/7/2002,2002,0,s,PHI,NYM,1507.582,1492.267,0.556,0.444,1506.024,1493.825,roa-j001,walkt003,47.595,47.4,5.672,7.922,4,5
43187,9/7/2002,2002,0,s,ATL,WSN,1562.322,1488.15,0.638,0.362,1563.978,1486.494,maddg002,ohkat001,56.001,52.501,9.185,-0.064,4,0
43192,9/6/2002,2002,0,s,PHI,NYM,1510.978,1488.871,0.566,0.434,1507.582,1492.267,Brett Myers,leita001,47.736,50.732,-15.172,7.922,2,7
43202,9/6/2002,2002,0,s,ATL,WSN,1560.396,1490.076,0.632,0.368,1562.322,1488.15,millk004,yoshm001,57.0,49.265,9.185,-0.064,5,0
43203,9/5/2002,2002,0,s,WSN,PHI,1492.363,1508.69,0.511,0.489,1490.076,1510.978,vazqj001,Randy Wolf,50.48,58.144,-0.064,34.912,1,4
43208,9/5/2002,2002,0,s,NYM,FLA,1486.886,1479.379,0.545,0.455,1488.871,1477.394,tracs001,Brad Penny,51.647,50.075,7.922,6.119,4,1
43212,9/4/2002,2002,0,s,WSN,PHI,1490.163,1510.89,0.505,0.495,1492.363,1508.69,armat002,padiv001,47.421,53.714,-0.064,5.672,8,5
43221,9/4/2002,2002,0,s,NYM,FLA,1483.303,1482.962,0.535,0.465,1486.886,1479.379,astap001,tavaj001,49.547,45.031,7.922,6.762,11,3
43225,9/4/2002,2002,0,s,ATL,PIT,1558.6,1455.349,0.675,0.325,1560.396,1453.553,mossd001,wellk001,52.068,48.286,9.185,6.884,6,0
43227,9/3/2002,2002,0,s,NYM,FLA,1480.22,1486.045,0.526,0.474,1483.303,1482.962,bacsm001,waynj001,47.267,47.4,7.922,6.762,11,5
43228,9/3/2002,2002,0,s,NYM,FLA,1481.719,1484.546,0.53,0.47,1480.22,1486.045,thomj005,pavac001,49.333,42.245,7.922,6.762,2,3
43229,9/3/2002,2002,0,s,WSN,PHI,1488.79,1512.263,0.501,0.499,1490.163,1510.89,Bartolo Colon,duckb001,58.077,48.628,40.65,5.672,7,6
43239,9/3/2002,2002,0,s,ATL,PIT,1561.847,1452.102,0.683,0.317,1558.6,1455.349,glavt001,torrs001,53.018,47.012,9.185,6.884,0,3
43243,9/2/2002,2002,0,s,WSN,PHI,1486.146,1514.908,0.493,0.507,1488.79,1512.263,ohkat001,roa-j001,51.609,47.436,-0.064,5.672,5,1
43252,9/2/2002,2002,0,s,ATL,PIT,1560.466,1453.483,0.68,0.32,1561.847,1452.102,maddg002,meadb001,55.657,46.999,9.185,6.884,5,1
43254,9/1/2002,2002,0,s,WSN,ATL,1487.658,1558.954,0.432,0.568,1486.146,1560.466,yoshm001,millk004,49.493,57.253,-0.064,9.185,4,6
43260,9/1/2002,2002,0,s,NYM,PHI,1484.293,1512.333,0.494,0.506,1481.719,1514.908,leita001,Brett Myers,53.114,48.026,7.922,-14.885,5,9
43262,9/1/2002,2002,0,s,FLA,PIT,1482.426,1455.604,0.573,0.427,1484.546,1453.483,tejem001,foggj001,46.78,46.933,6.762,6.884,8,4
43271,8/31/2002,2002,0,s,WSN,ATL,1489.19,1557.422,0.437,0.563,1487.658,1558.954,vazqj001,Jason Marquis,51.197,47.582,-0.064,-26.39,3,5
43277,8/31/2002,2002,0,s,NYM,PHI,1485.679,1510.948,0.498,0.502,1484.293,1512.333,tracs001,Randy Wolf,50.75,56.778,7.922,27.81,0,1
43279,8/31/2002,2002,0,s,FLA,PIT,1481.296,1456.734,0.569,0.431,1482.426,1455.604,Brad Penny,bensk001,49.736,49.48,2.406,6.884,3,2
43285,8/30/2002,2002,0,s,WSN,ATL,1490.742,1555.87,0.441,0.559,1489.19,1557.422,armat002,mossd001,47.241,51.4,-0.064,9.185,2,4
43291,8/30/2002,2002,0,s,NYM,PHI,1487.532,1509.095,0.504,0.496,1485.679,1510.948,astap001,padiv001,50.15,54.064,7.922,5.672,5,7
43293,8/30/2002,2002,0,s,FLA,PIT,1480.155,1457.875,0.566,0.434,1481.296,1456.734,tavaj001,wellk001,44.504,48.232,6.762,6.884,4,3
43303,8/29/2002,2002,0,s,PHI,WSN,1507.927,1491.91,0.557,0.443,1509.095,1490.742,duckb001,Bartolo Colon,46.994,57.903,5.672,40.627,2,1
43312,8/28/2002,2002,0,s,PHI,WSN,1510.461,1489.375,0.565,0.435,1507.927,1491.91,coggd001,ohkat001,46.347,50.69,5.672,-0.064,3,6
43318,8/28/2002,2002,0,s,FLA,NYM,1477.669,1490.018,0.517,0.483,1480.155,1487.532,pavac001,bacsm001,42.375,47.667,6.762,7.922,7,3
43329,8/27/2002,2002,0,s,PHI,WSN,1508.958,1490.879,0.56,0.44,1510.461,1489.375,roa-j001,yoshm001,47.3,49.732,5.672,-0.064,4,2
43335,8/27/2002,2002,0,s,FLA,NYM,1480.807,1486.879,0.526,0.474,1477.669,1490.018,tejem001,thomj005,48.273,49.423,6.762,7.922,5,10
43439,8/19/2002,2002,0,s,WSN,SDP,1483.921,1471.634,0.552,0.448,1486.181,1469.374,Bartolo Colon,lawrb001,56.564,54.186,34.254,12.389,4,0
43442,8/19/2002,2002,0,s,FLA,SFG,1484.356,1537.447,0.458,0.542,1482.368,1539.435,tavaj001,hernl003,43.933,47.073,6.762,4.116,0,3
43448,8/19/2002,2002,0,s,ATL,COL,1565.867,1485.763,0.645,0.355,1566.729,1484.901,glavt001,hampm001,53.496,42.587,9.185,2.778,7,6
43449,8/18/2002,2002,0,s,WSN,SDP,1480.701,1474.854,0.543,0.457,1483.921,1471.634,ohkat001,Jake Peavy,49.802,48.855,-0.064,3.878,9,2
43454,8/18/2002,2002,0,s,PHI,STL,1498.898,1538.054,0.478,0.522,1496.481,1540.471,padiv001,morrm001,52.697,56.193,5.672,7.108,1,5
43456,8/18/2002,2002,0,s,NYM,LAD,1490.22,1528.314,0.48,0.52,1488.899,1529.635,tracs001,ashba002,50.041,51.405,7.922,11.008,1,2
43458,8/18/2002,2002,0,s,FLA,SFG,1481.862,1539.941,0.451,0.549,1484.356,1537.447,A.J. Burnett,ortir001,55.7,52.199,29.709,4.116,3,0
43462,8/18/2002,2002,0,s,ATL,COL,1568.908,1482.722,0.653,0.347,1565.867,1485.763,maddg002,jennj001,57.235,52.073,9.185,2.778,3,6
43464,8/17/2002,2002,0,s,WSN,SDP,1482.24,1473.315,0.547,0.453,1480.701,1474.854,reamb001,bynum001,44.556,47.4,-0.064,12.389,5,6
43469,8/17/2002,2002,0,s,PHI,STL,1501.361,1535.591,0.485,0.515,1498.898,1538.054,coggd001,simoj001,46.54,45.882,5.672,7.108,1,5
43471,8/17/2002,2002,0,s,NYM,LAD,1493.428,1525.106,0.489,0.511,1490.22,1528.314,astap001,pereo001,53.885,53.181,7.922,11.008,4,10
43473,8/17/2002,2002,0,s,FLA,SFG,1478.892,1542.911,0.443,0.557,1481.862,1539.941,Josh Beckett,jensr001,50.094,46.55,3.144,4.116,7,3
43477,8/17/2002,2002,0,s,ATL,COL,1574.052,1477.578,0.667,0.333,1568.908,1482.722,Jason Marquis,stard001,49.417,47.286,-22.062,2.778,3,10
43479,8/16/2002,2002,0,s,WSN,SDP,1479.582,1475.974,0.54,0.46,1482.24,1473.315,yoshm001,joneb004,50.375,44.828,-0.064,12.389,11,6
43484,8/16/2002,2002,0,s,PHI,STL,1498.66,1538.292,0.478,0.522,1501.361,1535.591,Randy Wolf,finlc001,54.03,49.788,19.298,7.108,4,0
43486,8/16/2002,2002,0,s,NYM,LAD,1494.795,1523.739,0.493,0.507,1493.428,1525.106,bacsm001,nomoh001,46.875,51.206,7.922,11.008,2,3
43488,8/16/2002,2002,0,s,FLA,SFG,1476.786,1545.017,0.437,0.563,1478.892,1542.911,tejem001,ruetk001,47.355,48.795,6.762,4.116,4,2
43492,8/16/2002,2002,0,s,ATL,COL,1572.786,1478.845,0.663,0.337,1574.052,1477.578,millk004,chacs001,56.03,46.439,9.185,2.778,4,1
43494,8/15/2002,2002,0,s,WSN,LAD,1480.87,1522.451,0.475,0.525,1479.582,1523.739,vazqj001,daalo001,52.712,48.272,-0.064,11.008,0,1
43498,8/15/2002,2002,0,s,PHI,MIL,1496.572,1441.516,0.612,0.388,1498.66,1439.428,roa-j001,quevr001,45.678,41.683,5.672,10.061,5,0
43499,8/15/2002,2002,0,s,NYM,SDP,1496.944,1473.824,0.567,0.433,1494.795,1475.974,thomj005,tomkb001,49.822,47.054,7.922,12.389,3,5
43504,8/15/2002,2002,0,s,ATL,SFG,1572.996,1544.807,0.575,0.425,1572.786,1545.017,mossd001,schmj001,52.777,54.639,9.185,4.116,3,3
43505,8/14/2002,2002,0,s,WSN,LAD,1482.989,1520.332,0.481,0.519,1480.87,1522.451,Bartolo Colon,ishik001,57.091,46.337,37.285,11.008,2,5
43510,8/14/2002,2002,0,s,PHI,MIL,1494.984,1443.103,0.607,0.393,1496.572,1441.516,Brett Myers,Jamey Wright,46.894,45.238,-12.389,0.602,4,1
43512,8/14/2002,2002,0,s,NYM,SDP,1500.06,1470.708,0.576,0.424,1496.944,1473.824,leita001,lawrb001,51.699,53.88,7.922,12.389,2,6
43515,8/14/2002,2002,0,s,FLA,COL,1475.513,1480.118,0.528,0.472,1476.786,1478.845,Brad Penny,neagd001,48.819,50.541,-1.076,2.778,1,0
43518,8/14/2002,2002,0,s,ATL,SFG,1571.877,1545.926,0.571,0.429,1572.996,1544.807,glavt001,hernl003,52.462,46.434,9.185,4.116,1,0
43520,8/13/2002,2002,0,s,WSN,LAD,1481.532,1521.788,0.477,0.523,1482.989,1520.332,ohkat001,ashba002,49.125,51.011,-0.064,11.008,4,3
43525,8/13/2002,2002,0,s,PHI,MIL,1493.677,1444.41,0.604,0.396,1494.984,1443.103,padiv001,ruscg001,51.916,47.06,5.672,10.061,3,1
43527,8/13/2002,2002,0,s,NYM,SDP,1503.673,1467.095,0.586,0.414,1500.06,1470.708,tracs001,Jake Peavy,51.57,47.786,7.922,-0.005,2,7
43530,8/13/2002,2002,0,s,FLA,COL,1476.992,1478.638,0.532,0.468,1475.513,1480.118,tavaj001,hampm001,44.158,42.208,6.762,2.778,4,5
43533,8/13/2002,2002,0,s,ATL,SFG,1575.371,1542.432,0.581,0.419,1571.877,1545.926,maddg002,ortir001,58.06,51.877,9.185,4.116,2,7
43537,8/12/2002,2002,0,s,FLA,COL,1478.487,1477.144,0.536,0.464,1476.992,1478.638,A.J. Burnett,jennj001,54.661,51.74,27.185,2.778,0,1
43632,8/5/2002,2002,0,s,PHI,LAD,1494.957,1522.218,0.495,0.505,1496.75,1520.425,duckb001,nomoh001,48.717,53.127,5.672,11.008,7,5
43633,8/5/2002,2002,0,s,NYM,ARI,1505.38,1566.291,0.447,0.553,1503.787,1567.883,estes001,johnr005,48.078,62.685,7.922,2.22,0,2
43636,8/4/2002,2002,0,s,WSN,HOU,1477.77,1519.377,0.475,0.525,1476.482,1520.665,vazqj001,saark001,54.005,47.18,-0.064,-0.738,4,5
43643,8/4/2002,2002,0,s,PHI,LAD,1496.319,1520.856,0.499,0.501,1494.957,1522.218,Brett Myers,daalo001,47.823,48.108,-10.824,11.008,3,4
43645,8/4/2002,2002,0,s,NYM,ARI,1508.005,1563.665,0.455,0.545,1505.38,1566.291,leita001,pattj004,52.486,49.434,7.922,2.22,7,12
43647,8/4/2002,2002,0,s,FLA,MIL,1483.269,1447.995,0.584,0.416,1485.589,1445.676,tejem001,quevr001,47.368,44.358,6.762,10.061,7,2
43649,8/4/2002,2002,0,s,ATL,STL,1569.581,1534.319,0.584,0.416,1570.655,1533.245,mossd001,benea001,52.593,43.425,9.185,7.108,2,1
43651,8/3/2002,2002,0,s,NYM,ARI,1511.297,1560.373,0.464,0.536,1508.005,1563.665,thomj005,batim001,50.981,51.891,7.922,2.22,2,9
43652,8/3/2002,2002,0,s,NYM,ARI,1513.367,1558.303,0.47,0.53,1511.297,1560.373,tracs001,andeb002,50.658,47.086,7.922,2.22,5,8
43653,8/3/2002,2002,0,s,WSN,HOU,1479.499,1517.647,0.48,0.52,1477.77,1519.377,Bartolo Colon,millw001,58.236,52.926,42.836,-0.738,3,5
43660,8/3/2002,2002,0,s,PHI,LAD,1498.11,1519.065,0.504,0.496,1496.319,1520.856,roa-j001,ishik001,45.487,47.413,5.672,11.008,6,8
43663,8/3/2002,2002,0,s,FLA,MIL,1481.189,1450.076,0.579,0.421,1483.269,1447.995,Brad Penny,cabrj001,47.627,46.986,-5.513,10.061,11,7
43665,8/3/2002,2002,0,s,ATL,STL,1567.252,1536.648,0.578,0.422,1569.581,1534.319,Jason Marquis,morrm001,50.785,56.767,-13.578,7.108,6,1
43667,8/2/2002,2002,0,s,WSN,HOU,1477.558,1519.588,0.474,0.526,1479.499,1517.647,reamb001,munrp001,44.062,46.681,-0.064,-0.738,3,1
43674,8/2/2002,2002,0,s,PHI,LAD,1496.335,1520.84,0.499,0.501,1498.11,1519.065,padiv001,ashba002,52.078,49.458,5.672,11.008,3,1
43677,8/2/2002,2002,0,s,FLA,MIL,1482.847,1448.418,0.583,0.417,1481.189,1450.076,tavaj001,Jamey Wright,42.935,44.422,6.762,-4.86,0,1
43679,8/2/2002,2002,0,s,ATL,STL,1564.591,1539.309,0.57,0.43,1567.252,1536.648,glavt001,simoj001,51.131,49.003,9.185,7.108,11,5
43681,8/1/2002,2002,0,s,WSN,ARI,1475.884,1559.978,0.414,0.586,1477.558,1558.303,ohkat001,schic002,47.978,66.526,-0.064,2.22,2,1
43686,8/1/2002,2002,0,s,PHI,SFG,1494.854,1542.46,0.466,0.534,1496.335,1540.979,Randy Wolf,ortir001,54.001,50.045,19.919,4.116,2,1
43688,8/1/2002,2002,0,s,NYM,HOU,1515.348,1517.607,0.531,0.469,1513.367,1519.588,astap001,Roy Oswalt,53.726,56.312,7.922,29.464,1,3
43691,8/1/2002,2002,0,s,FLA,STL,1479.893,1542.264,0.445,0.555,1482.847,1539.309,A.J. Burnett,finlc001,54.226,50.133,27.453,7.108,4,0
43694,8/1/2002,2002,0,s,ATL,MIL,1563.262,1449.747,0.688,0.312,1564.591,1448.418,maddg002,ruscg001,57.126,46.253,9.185,10.061,4,0
43696,7/31/2002,2002,0,s,WSN,ARI,1477.961,1557.901,0.42,0.58,1475.884,1559.978,yoshm001,johnr005,48.888,61.922,-0.064,2.22,1,5
43701,7/31/2002,2002,0,s,PHI,SFG,1492.907,1544.408,0.461,0.539,1494.854,1542.46,duckb001,jensr001,49.21,48.787,5.672,4.116,8,6
43703,7/31/2002,2002,0,s,NYM,HOU,1511.045,1521.91,0.519,0.481,1515.348,1517.607,estes001,mlicd001,46.851,47.203,7.922,-0.738,10,0
43706,7/31/2002,2002,0,s,FLA,STL,1477.323,1544.833,0.438,0.562,1479.893,1542.264,Josh Beckett,smitt001,50.712,45.215,10.805,7.108,8,5
43709,7/31/2002,2002,0,s,ATL,MIL,1561.189,1451.819,0.683,0.317,1563.262,1449.747,millk004,sheeb001,55.409,48.405,9.185,10.061,9,1
43711,7/30/2002,2002,0,s,WSN,ARI,1476.29,1559.571,0.416,0.584,1477.961,1557.901,vazqj001,batim001,53.927,51.818,-0.064,2.22,5,4
43716,7/30/2002,2002,0,s,PHI,SFG,1496.208,1541.106,0.47,0.53,1492.907,1544.408,Brett Myers,ruetk001,48.883,49.831,-5.682,4.116,3,10
43718,7/30/2002,2002,0,s,NYM,HOU,1516.866,1516.089,0.536,0.464,1511.045,1521.91,damij001,saark001,47.217,47.303,7.922,-0.738,3,16
43721,7/30/2002,2002,0,s,FLA,STL,1479.863,1542.293,0.445,0.555,1477.323,1544.833,tejem001,benea001,47.802,42.362,6.762,7.108,0,5
43724,7/30/2002,2002,0,s,ATL,MIL,1560.452,1452.557,0.681,0.319,1561.189,1451.819,mossd001,quevr001,51.921,44.007,9.185,10.061,3,2
43732,7/28/2002,2002,0,s,WSN,FLA,1474.195,1481.958,0.523,0.477,1476.29,1479.863,Bartolo Colon,tavaj001,56.76,43.131,39.997,6.762,4,1
43738,7/28/2002,2002,0,s,NYM,CIN,1515.697,1495.34,0.563,0.437,1516.866,1494.17,tracs001,haynj001,50.609,50.133,7.922,6.625,6,5
43745,7/28/2002,2002,0,s,ATL,PHI,1564.833,1491.827,0.636,0.364,1560.452,1496.208,glavt001,padiv001,52.076,51.759,9.185,5.672,1,7
43747,7/27/2002,2002,0,s,WSN,FLA,1477.388,1478.765,0.533,0.467,1474.195,1481.958,ohkat001,A.J. Burnett,49.347,53.138,-0.064,22.574,2,7
43753,7/27/2002,2002,0,s,NYM,CIN,1517.328,1493.708,0.568,0.432,1515.697,1495.34,leita001,fernj002,51.924,46.783,7.922,6.625,1,2
43760,7/27/2002,2002,0,s,ATL,PHI,1563.669,1492.991,0.633,0.367,1564.833,1491.827,maddg002,roa-j001,57.069,45.883,9.185,5.672,5,3
43762,7/26/2002,2002,0,s,WSN,FLA,1476.112,1480.041,0.529,0.471,1477.388,1478.765,armat002,Josh Beckett,48.741,51.019,-0.064,12.45,6,5
43768,7/26/2002,2002,0,s,NYM,CIN,1516.163,1494.873,0.565,0.435,1517.328,1493.708,astap001,desse001,53.302,52.602,7.922,6.625,3,2
43775,7/26/2002,2002,0,s,ATL,PHI,1565.524,1491.136,0.638,0.362,1563.669,1492.991,millk004,Randy Wolf,55.628,54.027,9.185,18.466,2,3
43777,7/25/2002,2002,0,s,WSN,FLA,1477.602,1478.551,0.533,0.467,1476.112,1480.041,yoshm001,Brad Penny,48.19,47.428,-0.064,-4.282,2,3
43789,7/24/2002,2002,0,s,NYM,WSN,1517.888,1475.878,0.594,0.406,1516.163,1477.602,estes001,vazqj001,46.19,53.579,7.922,-0.064,1,2
43791,7/24/2002,2002,0,s,FLA,ATL,1482.151,1561.924,0.42,0.58,1478.551,1565.524,tejem001,mossd001,49.599,50.752,6.762,9.185,0,10
43806,7/23/2002,2002,0,s,NYM,WSN,1516.815,1476.951,0.591,0.409,1517.888,1475.878,damij001,Bartolo Colon,46.567,57.615,7.922,43.795,4,3
43808,7/23/2002,2002,0,s,FLA,ATL,1483.622,1560.452,0.425,0.575,1482.151,1561.924,tavaj001,glavt001,44.037,52.735,6.762,9.185,3,5
43818,7/22/2002,2002,0,s,NYM,WSN,1515.061,1478.704,0.586,0.414,1516.815,1476.951,tracs001,ohkat001,50.452,49.684,7.922,-0.064,5,2
43820,7/22/2002,2002,0,s,FLA,ATL,1481.975,1562.099,0.42,0.58,1483.622,1560.452,A.J. Burnett,maddg002,52.96,57.039,19.35,9.185,2,1
43829,7/21/2002,2002,0,s,PHI,ATL,1486.169,1560.984,0.427,0.573,1485.054,1562.099,Randy Wolf,millk004,53.075,54.581,15.298,9.185,1,2
43834,7/21/2002,2002,0,s,FLA,WSN,1479.591,1481.088,0.532,0.468,1481.975,1478.704,Josh Beckett,armat002,49.853,48.639,5.903,-0.064,4,0
43846,7/20/2002,2002,0,s,PHI,ATL,1487.295,1559.858,0.431,0.569,1486.169,1560.984,adamt001,Jason Marquis,49.104,50.531,5.672,-12.088,3,4
43850,7/20/2002,2002,0,s,FLA,WSN,1477.518,1483.162,0.526,0.474,1479.591,1481.088,Brad Penny,yoshm001,46.166,47.898,-10.34,-0.064,3,0
43860,7/19/2002,2002,0,s,PHI,ATL,1489.122,1558.031,0.436,0.564,1487.295,1559.858,duckb001,mossd001,48.866,50.011,5.672,9.185,1,4
43865,7/19/2002,2002,0,s,FLA,WSN,1475.799,1484.881,0.521,0.479,1477.518,1483.162,tejem001,vazqj001,49.712,53.38,6.762,-0.064,4,2
43872,7/18/2002,2002,0,s,WSN,NYM,1483.456,1517.371,0.486,0.514,1484.881,1515.947,Bartolo Colon,estes001,57.588,45.738,44.683,7.922,2,1
43878,7/18/2002,2002,0,s,PHI,CHC,1491.05,1490.664,0.535,0.465,1489.122,1492.591,padiv001,clemm001,52.854,53.954,5.672,8.192,4,6
43886,7/18/2002,2002,0,s,ATL,FLA,1556.923,1476.907,0.645,0.355,1558.031,1475.799,glavt001,tavaj001,52.619,43.657,9.185,6.762,3,1
43887,7/17/2002,2002,0,s,WSN,NYM,1485.637,1515.19,0.492,0.508,1483.456,1517.371,ohkat001,damij001,50.776,47.222,-0.064,7.922,6,9
43893,7/17/2002,2002,0,s,PHI,CHC,1489.793,1491.92,0.531,0.469,1491.05,1490.664,persr001,woodk002,49.344,54.497,5.672,8.192,4,3
43901,7/17/2002,2002,0,s,ATL,FLA,1554.017,1479.812,0.638,0.362,1556.923,1476.907,maddg002,A.J. Burnett,56.482,54.618,9.185,28.2,10,0
43902,7/16/2002,2002,0,s,WSN,PHI,1488.061,1487.369,0.535,0.465,1485.637,1489.793,armat002,Randy Wolf,49.444,52.858,-0.064,13.273,3,6
43907,7/16/2002,2002,0,s,NYM,FLA,1512.808,1482.194,0.578,0.422,1515.19,1479.812,leita001,Josh Beckett,53.847,50.811,7.922,9.503,10,5
43919,7/15/2002,2002,0,s,WSN,PHI,1490.525,1484.905,0.543,0.457,1488.061,1487.369,yoshm001,adamt001,48.247,50.428,-0.064,5.672,8,11
43924,7/15/2002,2002,0,s,NYM,FLA,1510.375,1484.628,0.571,0.429,1512.808,1482.194,bacsm001,Brad Penny,47.463,48.001,7.922,-5.485,8,3
43933,7/14/2002,2002,0,s,WSN,ATL,1486.292,1558.248,0.431,0.569,1490.525,1554.015,vazqj001,mossd001,53.374,51.609,-0.064,9.185,10,3
43938,7/14/2002,2002,0,s,NYM,PHI,1508.845,1486.435,0.566,0.434,1510.375,1484.905,astap001,duckb001,53.048,48.765,7.922,5.672,4,2
43950,7/13/2002,2002,0,s,WSN,ATL,1483.638,1560.902,0.424,0.576,1486.292,1558.248,Bartolo Colon,glavt001,57.802,54.502,44.213,9.185,6,3
43955,7/13/2002,2002,0,s,NYM,PHI,1510.487,1484.793,0.571,0.429,1508.845,1486.435,estes001,padiv001,46.219,53.067,7.922,5.672,6,7
43964,7/12/2002,2002,0,s,WSN,ATL,1486.076,1558.464,0.431,0.569,1483.638,1560.902,ohkat001,maddg002,50.311,56.221,-0.064,9.185,3,8
43969,7/12/2002,2002,0,s,NYM,PHI,1512.146,1483.135,0.576,0.424,1510.487,1484.793,damij001,persr001,48.08,49.746,7.922,5.672,8,9
43979,7/11/2002,2002,0,s,WSN,ATL,1487.943,1556.596,0.436,0.564,1486.076,1558.464,armat002,millk004,50.446,53.52,-0.064,9.185,5,8
43983,7/11/2002,2002,0,s,NYM,PHI,1508.875,1486.406,0.566,0.434,1512.146,1483.135,leita001,Randy Wolf,53.285,53.159,7.922,12.84,9,1
43996,7/7/2002,2002,0,s,PHI,WSN,1484.756,1489.593,0.528,0.472,1486.406,1487.943,adamt001,Bartolo Colon,51.333,58.84,5.672,48.278,10,8
43999,7/7/2002,2002,0,s,FLA,NYM,1495.97,1505.419,0.521,0.479,1492.515,1508.875,Brad Penny,astap001,48.006,53.584,-6.453,7.922,3,9
44004,7/7/2002,2002,0,s,ATL,CHC,1555.43,1485.202,0.632,0.368,1556.596,1484.035,maddg002,liebj001,55.216,54.167,9.185,8.192,2,0
44011,7/6/2002,2002,0,s,PHI,WSN,1486.675,1487.674,0.533,0.467,1484.756,1489.593,duckb001,vazqj001,49.671,53.547,5.672,-0.064,3,5
44014,7/6/2002,2002,0,s,FLA,NYM,1493.832,1507.558,0.515,0.485,1495.97,1505.419,tejem001,estes001,49.389,46.93,6.762,7.922,5,2
44019,7/6/2002,2002,0,s,ATL,CHC,1558.913,1481.719,0.642,0.358,1555.43,1485.202,glavt001,zambc001,55.65,44.822,9.185,8.192,3,7
44026,7/5/2002,2002,0,s,PHI,WSN,1489.896,1484.453,0.542,0.458,1486.675,1487.674,persr001,ohkat001,50.156,49.66,5.672,-0.064,3,8
44029,7/5/2002,2002,0,s,FLA,NYM,1495.741,1505.649,0.52,0.48,1493.832,1507.558,A.J. Burnett,bacsm001,54.215,47.4,23.702,7.922,3,5
44034,7/5/2002,2002,0,s,ATL,CHC,1558.03,1482.602,0.639,0.361,1558.913,1481.719,millk004,clemm001,53.352,53.301,9.185,8.192,4,3
44041,7/4/2002,2002,0,s,PHI,WSN,1491.42,1482.929,0.547,0.453,1489.896,1484.453,padiv001,yoshm001,52.035,47.321,5.672,-0.064,1,2
44044,7/4/2002,2002,0,s,FLA,NYM,1493.994,1507.396,0.515,0.485,1495.741,1505.649,tavaj001,leita001,45.067,54.751,6.762,7.922,9,7
44048,7/4/2002,2002,0,s,ATL,CHC,1556.356,1484.276,0.635,0.365,1558.03,1482.602,Jason Marquis,priom001,50.444,49.533,-12.897,8.192,5,1
44055,7/3/2002,2002,0,s,PHI,NYM,1490.082,1508.734,0.508,0.492,1491.42,1507.396,Randy Wolf,damij001,53.705,48.917,13.926,7.922,8,7
44058,7/3/2002,2002,0,s,FLA,CHC,1496.96,1481.309,0.557,0.443,1493.994,1484.276,Ryan Dempster,woodk002,46.64,54.254,-12.577,8.192,2,6
44063,7/3/2002,2002,0,s,ATL,WSN,1555.456,1483.829,0.634,0.366,1556.356,1482.929,maddg002,armat002,55.336,51.088,9.185,-0.064,6,5
44072,7/2/2002,2002,0,s,PHI,NYM,1493.473,1505.343,0.517,0.483,1490.082,1508.734,adamt001,astap001,51.971,54.532,5.672,7.922,6,12
44075,7/2/2002,2002,0,s,FLA,CHC,1495.383,1482.887,0.552,0.448,1496.96,1481.309,Brad Penny,liebj001,49.159,55.58,-1.838,8.192,9,7
