,date,season,home_team,away_team,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_score,away_score,compare_score,home_win,away_win,win_pitch_rgs,lose_pitch_rgs
174424,10/7/1922,1922,NYY,SFG,maysc101,mcquh101,53.156,46.539,3,4,-1,False,True,46.539,53.156
116088,10/11/1967,1967,BOS,STL,waslg101,hughd101,46.316,56.666,8,4,4,True,False,46.316,56.666
108593,10/14/1971,1971,PIT,BAL,briln101,mcnad102,46.227,55.13,4,0,4,True,False,46.227,55.13
90438,10/14/1980,1980,PHI,KCR,walkb001,leond001,46.209,56.254,7,6,1,True,False,46.209,56.254
13280,10/25/2014,2014,SFG,KCR,Ryan Vogelsong,Jason Vargas,46.188,50.57,11,4,7,True,False,46.188,50.57
117715,10/8/1966,1966,BAL,LAD,bunkw101,ostec103,46.084,49.621,1,0,1,True,False,46.084,49.621
185309,10/9/1913,1913,SFG,OAK,tesrj101,bushj102,55.362,45.991,2,8,-6,False,True,45.991,55.362
106717,10/20/1972,1972,OAK,CIN,huntj101,mcglj101,59.575,45.576,4,5,-1,False,True,45.576,59.575
166996,10/7/1928,1928,STL,NYY,hainj101,zacht101,56.591,45.297,3,7,-4,False,True,45.297,56.591
122598,10/3/1963,1963,NYY,LAD,downa101,podrj101,56.889,44.988,1,4,-3,False,True,44.988,56.889
100855,10/12/1975,1975,BOS,CIN,lee-b101,billj101,49.809,44.824,2,3,-1,False,True,44.824,49.809
92554,10/14/1979,1979,PIT,BAL,rookj101,flanm001,44.814,57.328,7,1,6,True,False,44.814,57.328
