,date,season,home_team,away_team,home_pitcher,away_pitcher,home_pitcher_rgs,away_pitcher_rgs,home_score,away_score,compare_score,home_win,away_win,win_pitch_rgs,lose_pitch_rgs
148434,10/7/1943,1943,NYY,STL,boroh101,braza101,53.619,52.173,6,2,4,True,False,53.619,52.173
80524,10/24/1985,1985,STL,KCR,forsb001,jackd001,47.653,53.568,1,6,-5,False,True,53.568,47.653
171952,10/4/1924,1924,MIN,SFG,johnw102,nehfa101,60.299,53.535,3,4,-1,False,True,53.535,60.299
184048,10/12/1914,1914,ATL,OAK,tylel101,bushj102,53.513,49.796,5,4,1,True,False,53.513,49.796
47757,10/26/2000,2000,NYM,NYY,leita001,Andy Pettitte,58.943,53.512,2,4,-2,False,True,53.512,58.943
10814,10/30/2015,2015,NYM,KCR,Noah Syndergaard,Yordano Ventura,53.504,53.751,9,3,6,True,False,53.504,53.751
181546,10/11/1916,1916,LAD,BOS,marqr102,leond102,52.644,53.489,2,6,-4,False,True,53.489,52.644
65674,10/21/1992,1992,TOR,ATL,key-j001,glavt001,53.485,54.571,2,1,1,True,False,53.485,54.571
82648,10/10/1984,1984,SDP,DET,white001,petrd001,53.46,54.058,5,3,2,True,False,53.46,54.058
164525,10/2/1930,1930,OAK,STL,earng101,rhemf101,53.449,49.877,6,1,5,True,False,53.449,49.877
84763,10/16/1983,1983,PHI,BAL,hudsc001,mcgrs001,51.177,53.446,0,5,-5,False,True,53.446,51.177
114455,10/10/1968,1968,STL,DET,gibsb101,lolim101,67.782,53.445,1,4,-3,False,True,53.445,67.782
116092,10/5/1967,1967,BOS,STL,lonbj101,hughd101,53.438,56.947,5,0,5,True,False,53.438,56.947
134743,9/29/1954,1954,SFG,CLE,magls101,lemob101,53.437,56.322,5,2,3,True,False,53.437,56.322
169474,10/5/1926,1926,STL,NYY,hainj101,ruetd101,53.425,47.979,4,0,4,True,False,53.425,47.979
157106,10/2/1936,1936,SFG,NYY,schuh103,gomel102,51.255,53.411,4,18,-14,False,True,53.411,51.255
166997,10/5/1928,1928,NYY,STL,pipgg101,alexg102,53.407,55.964,9,3,6,True,False,53.407,55.964
149675,10/5/1942,1942,NYY,STL,ruffr101,beazj101,55.289,53.397,2,4,-2,False,True,53.397,55.289
143450,10/4/1947,1947,LAD,NYY,barnr103,sheas101,42.575,53.353,1,2,-1,False,True,53.353,42.575
140960,10/9/1949,1949,LAD,NYY,barnr103,rascv101,53.062,53.293,6,10,-4,False,True,53.293,53.062
76279,10/20/1987,1987,STL,MIN,tudoj001,stral001,53.286,48.704,3,1,2,True,False,53.286,48.704
158349,10/4/1935,1935,CHC,DET,lee-b103,aukee101,55.472,53.277,5,6,-1,False,True,53.277,55.472
104757,10/18/1973,1973,NYM,OAK,koosj001,bluev001,53.276,52.206,2,0,2,True,False,53.276,52.206
119334,10/13/1965,1965,MIN,LAD,granj101,ostec103,53.271,53.08,5,1,4,True,False,53.271,53.08
178148,10/4/1919,1919,CHW,CIN,cicoe101,ringj101,55.556,53.256,0,2,-2,False,True,53.256,55.556
92555,10/13/1979,1979,PIT,BAL,bibbj001,martd001,56.072,53.251,6,9,-3,False,True,53.251,56.072
160812,10/5/1933,1933,MIN,SFG,white102,fitzf101,53.24,50.051,4,0,4,True,False,53.24,50.051
139719,10/6/1950,1950,NYY,PHI,lopae101,heink101,53.232,50.956,3,2,1,True,False,53.232,50.956
174427,10/4/1922,1922,SFG,NYY,nehfa101,bushj102,53.211,55.173,3,2,1,True,False,53.211,55.173
104759,10/16/1973,1973,NYM,OAK,seavt001,huntj101,61.833,53.211,2,3,-1,False,True,53.211,61.833
47761,10/21/2000,2000,NYY,NYM,Andy Pettitte,leita001,53.194,58.482,4,3,1,True,False,53.194,58.482
32984,10/26/2006,2006,STL,DET,suppj001,Jeremy Bonderman,53.189,55.486,5,4,1,True,False,53.189,55.486
171951,10/5/1924,1924,MIN,SFG,zacht101,bentj101,53.185,51.504,4,3,1,True,False,53.185,51.504
92553,10/16/1979,1979,BAL,PIT,palmj001,candj001,55.221,53.174,0,4,-4,False,True,53.174,55.221
104761,10/13/1973,1973,OAK,NYM,holtk101,matlj101,53.17,56.844,2,1,1,True,False,53.17,56.844
163282,10/5/1931,1931,OAK,STL,grovl101,grimb101,64.977,53.154,2,5,-3,False,True,53.154,64.977
173185,10/14/1923,1923,NYY,SFG,bushj102,bentj101,53.139,50.075,8,1,7,True,False,53.139,50.075
134740,10/2/1954,1954,CLE,SFG,lemob101,liddd101,56.182,53.139,4,7,-3,False,True,53.139,56.182
114457,10/7/1968,1968,DET,STL,lolim101,briln101,53.119,46.565,5,3,2,True,False,53.119,46.565
165765,10/8/1929,1929,CHC,OAK,rootc101,ehmkh101,56.739,53.113,1,3,-2,False,True,53.113,56.739
18209,10/27/2012,2012,DET,SFG,Anibal Sanchez,Ryan Vogelsong,53.731,53.109,0,2,-2,False,True,53.109,53.731
150908,10/1/1941,1941,NYY,LAD,ruffr101,davic103,53.092,56.191,3,2,1,True,False,53.092,56.191
162043,9/29/1932,1932,NYY,CHC,gomel102,warnl101,53.019,57.246,5,2,3,True,False,53.019,57.246
149678,10/1/1942,1942,STL,NYY,beazj101,bonht101,53.017,59.205,4,3,1,True,False,53.017,59.205
128526,10/6/1959,1959,LAD,CHW,koufs101,shawb103,49.888,53.008,0,1,-1,False,True,53.008,49.888
65677,10/17/1992,1992,ATL,TOR,glavt001,morrj001,52.998,54.014,3,1,2,True,False,52.998,54.014
127286,10/8/1960,1960,NYY,PIT,fordw101,mizew101,52.944,52.431,10,0,10,True,False,52.944,52.431
148433,10/10/1943,1943,STL,NYY,lanim101,russm101,57.062,52.935,1,2,-1,False,True,52.935,57.062
57440,10/23/1996,1996,ATL,NYY,neagd001,rogek001,54.258,52.934,6,8,-2,False,True,52.934,54.258
142207,10/9/1948,1948,CLE,ATL,groms101,sainj101,52.902,58.297,2,1,1,True,False,52.902,58.297
131013,10/7/1957,1957,ATL,NYY,burdl101,fordw101,52.901,55.556,1,0,1,True,False,52.901,55.556
76278,10/21/1987,1987,STL,MIN,mathg001,violf001,52.868,58.231,7,2,5,True,False,52.868,58.231
143454,9/30/1947,1947,NYY,LAD,sheas101,branr103,52.868,54.629,5,3,2,True,False,52.868,54.629
132256,10/7/1956,1956,NYY,LAD,sturt101,erskc101,52.856,48.36,6,2,4,True,False,52.856,48.36
170712,10/13/1925,1925,PIT,MIN,kremr101,ferga101,52.847,48.526,3,2,1,True,False,52.847,48.526
42838,10/20/2002,2002,ANA,SFG,appik001,ortir001,52.842,52.965,11,10,1,True,False,52.842,52.965
108591,10/17/1971,1971,BAL,PIT,cuelm101,blass101,53.241,52.829,1,2,-1,False,True,52.829,53.241
132255,10/8/1956,1956,NYY,LAD,larsd102,magls101,52.822,56.41,2,0,2,True,False,52.822,56.41
104756,10/20/1973,1973,OAK,NYM,huntj101,seavt001,52.821,62.298,3,1,2,True,False,52.821,62.298
153398,10/5/1939,1939,NYY,CIN,pearm101,waltb102,52.808,59.792,4,0,4,True,False,52.808,59.792
63389,10/17/1993,1993,TOR,PHI,stewd001,mulht001,51.9,52.751,4,6,-2,False,True,52.751,51.9
96781,10/18/1977,1977,NYY,LAD,torrm001,hootb001,52.737,57.783,8,4,4,True,False,52.737,57.783
129769,10/9/1958,1958,ATL,NYY,burdl101,larsd102,57.026,52.726,2,6,-4,False,True,52.726,57.026
119336,10/10/1965,1965,LAD,MIN,drysd101,granj101,52.724,54.435,7,2,5,True,False,52.724,54.435
180295,10/10/1917,1917,SFG,CHW,bentr102,cicoe101,52.715,59.401,2,0,2,True,False,52.715,59.401
135981,10/5/1953,1953,NYY,LAD,fordw101,erskc101,52.697,57.581,4,3,1,True,False,52.697,57.581
124220,10/15/1962,1962,SFG,NYY,pierb101,fordw101,52.695,56.32,5,2,3,True,False,52.695,56.32
89011,10/21/1981,1981,NYY,LAD,johnt001,hootb001,52.692,53.489,3,0,3,True,False,52.692,53.489
138476,10/6/1951,1951,SFG,NYY,hearj102,rascv101,52.675,57.052,6,2,4,True,False,52.675,57.052
114459,10/5/1968,1968,DET,STL,wilse102,washr101,53.068,52.672,3,7,-4,False,True,52.672,53.068
120964,10/14/1964,1964,STL,NYY,simmc101,boutj101,51.8,52.659,3,8,-5,False,True,52.659,51.8
149677,10/3/1942,1942,NYY,STL,chans101,white103,55.156,52.637,0,2,-2,False,True,52.637,55.156
128527,10/5/1959,1959,LAD,CHW,crair101,wynne101,52.637,56.173,5,4,1,True,False,52.637,56.173
2,10/24/2020,2020,TBD,LAD,Ryan Yarbrough,Julio Urias,52.637,50.974,8,7,1,True,False,52.637,50.974
82645,10/14/1984,1984,DET,SDP,petrd001,thurm001,52.62,49.529,8,4,4,True,False,52.62,49.529
106719,10/18/1972,1972,OAK,CIN,odomj101,billj101,48.836,52.598,0,1,-1,False,True,52.598,48.836
120968,10/8/1964,1964,STL,NYY,gibsb101,stotm101,58.065,52.585,3,8,-5,False,True,52.585,58.065
47759,10/24/2000,2000,NYM,NYY,reedr002,herno001,52.566,56.565,4,2,2,True,False,52.566,56.565
5884,10/28/2017,2017,HOU,LAD,Charlie Morton,Alex Wood,52.359,52.525,2,6,-4,False,True,52.525,52.359
137231,10/3/1952,1952,NYY,LAD,lopae101,roe-p101,57.889,52.487,3,5,-2,False,True,52.487,57.889
140961,10/8/1949,1949,LAD,NYY,newcd101,lopae101,58.173,52.467,4,6,-2,False,True,52.467,58.173
127287,10/6/1960,1960,PIT,NYY,frieb102,turlb101,55.309,52.461,3,16,-13,False,True,52.461,55.309
100854,10/14/1975,1975,CIN,BOS,nolag101,wiser101,52.438,50.011,6,5,1,True,False,52.438,50.011
153396,10/8/1939,1939,CIN,NYY,derrp101,hildo101,59.071,52.418,4,7,-3,False,True,52.418,59.071
168230,10/8/1927,1927,NYY,PIT,moorw101,hillc102,52.339,54.663,4,3,1,True,False,52.339,54.663
10815,10/28/2015,2015,KCR,NYM,Johnny Cueto,Jacob deGrom,52.304,58.503,7,1,6,True,False,52.304,58.503
80527,10/20/1985,1985,KCR,STL,leibc001,cox-d001,53.812,52.292,2,4,-2,False,True,52.292,53.812
5885,10/27/2017,2017,HOU,LAD,Lance McCullers Jr.,Yu Darvish,52.277,55.675,5,3,2,True,False,52.277,55.675
131016,10/3/1957,1957,NYY,ATL,shanb102,burdl101,53.631,52.265,2,4,-2,False,True,52.265,53.631
30525,10/27/2007,2007,COL,BOS,foggj001,Daisuke Matsuzaka,49.968,52.249,5,10,-5,False,True,52.249,49.968
116091,10/7/1967,1967,STL,BOS,briln101,bellg102,52.207,49.269,5,2,3,True,False,52.207,49.269
42837,10/22/2002,2002,SFG,ANA,hernl003,Ramon Ortiz,50.001,52.183,4,10,-6,False,True,52.183,50.001
5881,11/1/2017,2017,LAD,HOU,Yu Darvish,Lance McCullers Jr.,54.153,52.171,1,5,-4,False,True,52.171,54.153
114460,10/3/1968,1968,STL,DET,briln101,lolim101,47.75,52.141,1,8,-7,False,True,52.141,47.75
165762,10/12/1929,1929,OAK,CHC,quinj102,rootc101,52.126,57.52,10,8,2,True,False,52.126,57.52
119337,10/9/1965,1965,LAD,MIN,ostec103,pascc102,52.113,51.088,4,0,4,True,False,52.113,51.088
20680,10/20/2011,2011,STL,TEX,Jaime Garcia,Colby Lewis,48.329,52.113,1,2,-1,False,True,52.113,48.329
84764,10/15/1983,1983,PHI,BAL,dennj001,davis001,57.202,52.112,4,5,-1,False,True,52.112,57.202
96784,10/14/1977,1977,LAD,NYY,johnt001,torrm001,56.581,52.11,3,5,-2,False,True,52.11,56.581
129771,10/6/1958,1958,NYY,ATL,turlb101,burdl101,52.107,58.281,7,0,7,True,False,52.107,58.281
124223,10/7/1962,1962,NYY,SFG,stafb101,pierb101,52.106,52.207,3,2,1,True,False,52.106,52.207
13282,10/22/2014,2014,KCR,SFG,Yordano Ventura,Jake Peavy,52.089,52.62,7,2,5,True,False,52.089,52.62
176904,10/11/1920,1920,CLE,LAD,mailw101,smits102,52.081,52.517,1,0,1,True,False,52.081,52.517
178151,10/1/1919,1919,CIN,CHW,ruetd101,cicoe101,52.042,57.177,9,1,8,True,False,52.042,57.177
171946,10/10/1924,1924,MIN,SFG,ogdec101,barnv101,52.034,52.939,4,3,1,True,False,52.034,52.939
140962,10/7/1949,1949,LAD,NYY,branr103,byrnt101,50.193,52.01,3,4,-1,False,True,52.01,50.193
168232,10/6/1927,1927,PIT,NYY,aldrv101,pipgg101,50.876,51.882,2,6,-4,False,True,51.882,50.876
180293,10/13/1917,1917,CHW,SFG,russr102,salls101,51.874,53.007,8,5,3,True,False,51.874,53.007
13278,10/28/2014,2014,KCR,SFG,Yordano Ventura,Jake Peavy,51.846,51.763,10,0,10,True,False,51.846,51.763
55144,10/18/1997,1997,FLA,CLE,hernl003,herso001,51.829,53.704,7,4,3,True,False,51.829,53.704
120967,10/10/1964,1964,NYY,STL,boutj101,simmc101,51.822,50.949,2,1,1,True,False,51.822,50.949
143452,10/2/1947,1947,LAD,NYY,hattj101,newsb101,51.774,51.036,9,8,1,True,False,51.774,51.036
129773,10/4/1958,1958,NYY,ATL,larsd102,rushb101,51.751,50.581,4,0,4,True,False,51.751,50.581
55139,10/25/1997,1997,FLA,CLE,browk001,ogeac001,59.469,51.723,1,4,-3,False,True,51.723,59.469
171948,10/8/1924,1924,SFG,MIN,bentj101,johnw102,51.654,60.144,6,2,4,True,False,51.654,60.144
63385,10/23/1993,1993,TOR,PHI,stewd001,mulht001,51.65,52.667,8,6,2,True,False,51.65,52.667
98902,10/16/1976,1976,CIN,NYY,gulld101,alexd001,51.621,48.748,5,1,4,True,False,51.621,48.748
98900,10/19/1976,1976,NYY,CIN,ellid101,zachp001,50.194,51.621,2,6,-4,False,True,51.621,50.194
98899,10/21/1976,1976,NYY,CIN,figue101,nolag101,51.396,51.604,2,7,-5,False,True,51.604,51.396
144702,10/9/1946,1946,BOS,STL,ferrd101,dickm101,51.597,54.214,4,0,4,True,False,51.597,54.214
143449,10/5/1947,1947,NYY,LAD,reyna102,lombv101,51.853,51.585,6,8,-2,False,True,51.585,51.853
86887,10/17/1982,1982,MIL,STL,caldm001,forsb001,51.573,52.966,6,4,2,True,False,51.573,52.966
104755,10/21/1973,1973,OAK,NYM,holtk101,matlj101,51.568,57.828,5,2,3,True,False,51.568,57.828
174426,10/5/1922,1922,NYY,SFG,shawb102,barnj102,57.356,51.538,3,3,0,False,False,51.538,51.538
169473,10/6/1926,1926,STL,NYY,rhemf101,hoytw101,52.27,51.528,5,10,-5,False,True,51.528,52.27
45296,10/31/2001,2001,NYY,ARI,herno001,schic002,51.483,66.542,4,3,1,True,False,51.483,66.542
94670,10/10/1978,1978,LAD,NYY,johnt001,figue101,51.466,51.859,11,5,6,True,False,51.466,51.859
173187,10/12/1923,1923,NYY,SFG,jones104,nehfa101,53.525,51.462,0,1,-1,False,True,51.462,53.525
142206,10/10/1948,1948,CLE,ATL,fellb101,pottn102,57.899,51.451,5,11,-6,False,True,51.451,57.899
144700,10/11/1946,1946,BOS,STL,dobsj101,pollh101,51.426,57.201,6,3,3,True,False,51.426,57.201
55140,10/23/1997,1997,CLE,FLA,herso001,hernl003,52.122,51.414,7,8,-1,False,True,51.414,52.122
124222,10/8/1962,1962,NYY,SFG,fordw101,marij101,56.604,51.41,3,7,-4,False,True,51.41,56.604
158348,10/5/1935,1935,CHC,DET,carlt101,crowg102,52.383,51.408,1,2,-1,False,True,51.408,52.383
185307,10/11/1913,1913,SFG,OAK,mathc102,plane101,57.899,51.404,1,3,-2,False,True,51.404,57.899
125850,10/5/1961,1961,NYY,CIN,terrr101,jay-j101,57.175,51.375,2,6,-4,False,True,51.375,57.175
108595,10/12/1971,1971,PIT,BAL,blass101,cuelm101,51.366,54.296,5,1,4,True,False,51.366,54.296
10812,11/1/2015,2015,NYM,KCR,Matt Harvey,Edinson Volquez,57.056,51.364,2,7,-5,False,True,51.364,57.056
50218,10/26/1999,1999,NYY,ATL,Andy Pettitte,glavt001,51.346,54.483,6,5,1,True,False,51.346,54.483
10816,10/27/2015,2015,KCR,NYM,Edinson Volquez,Matt Harvey,51.341,57.476,5,4,1,True,False,51.341,57.476
10813,10/31/2015,2015,NYM,KCR,Steven Matz,Chris Young,49.582,51.324,3,5,-2,False,True,51.324,49.582
133499,10/4/1955,1955,NYY,LAD,byrnt101,podrj101,51.163,51.316,0,2,-2,False,True,51.316,51.163
8353,10/28/2016,2016,CHC,CLE,Kyle Hendricks,Josh Tomlin,60.673,51.306,0,1,-1,False,True,51.306,60.673
143453,10/1/1947,1947,NYY,LAD,reyna102,lombv101,51.296,52.606,10,3,7,True,False,51.296,52.606
175671,10/7/1921,1921,SFG,NYY,tonef101,shawb102,51.291,52.774,13,5,8,True,False,51.291,52.774
42834,10/26/2002,2002,ANA,SFG,appik001,ortir001,51.289,51.231,6,5,1,True,False,51.289,51.231
954,10/26/2019,2019,WSN,HOU,Patrick Corbin,Jose Urquidy,56.004,51.251,1,8,-7,False,True,51.251,56.004
124224,10/5/1962,1962,SFG,NYY,sanfj101,terrr101,51.235,56.12,2,0,2,True,False,51.235,56.12
106721,10/14/1972,1972,CIN,OAK,nolag101,holtk101,54.721,51.229,2,3,-1,False,True,51.229,54.721
145950,10/6/1945,1945,CHC,DET,primr101,troud101,55.385,51.194,1,4,-3,False,True,51.194,55.385
106718,10/19/1972,1972,OAK,CIN,holtk101,gulld101,51.171,50.393,3,2,1,True,False,51.171,50.393
176907,10/7/1920,1920,LAD,CLE,smits102,caldr101,51.15,49.328,2,1,1,True,False,51.15,49.328
137229,10/5/1952,1952,NYY,LAD,blace102,erskc101,46.95,51.06,5,6,-1,False,True,51.06,46.95
55143,10/19/1997,1997,FLA,CLE,browk001,ogeac001,60.752,51.033,1,6,-5,False,True,51.033,60.752
23143,10/31/2010,2010,TEX,SFG,huntt002,Madison Bumgarner,49.982,51.027,0,4,-4,False,True,51.027,49.982
47758,10/25/2000,2000,NYM,NYY,joneb003,neagd001,50.159,50.995,2,3,-1,False,True,50.995,50.159
52676,10/21/1998,1998,SDP,NYY,browk001,Andy Pettitte,66.54,50.927,0,3,-3,False,True,50.927,66.54
112500,10/14/1969,1969,NYM,BAL,gentg101,palmj001,50.899,56.506,5,0,5,True,False,50.899,56.506
42833,10/27/2002,2002,ANA,SFG,John Lackey,hernl003,50.885,48.736,4,1,3,True,False,50.885,48.736
74161,10/18/1988,1988,OAK,LAD,welcb001,tudoj001,50.883,51.372,2,1,1,True,False,50.883,51.372
164523,10/5/1930,1930,STL,OAK,hainj101,grovl101,50.87,62.302,3,1,2,True,False,50.87,62.302
55142,10/21/1997,1997,CLE,FLA,nagyc001,leita001,52.356,50.814,11,14,-3,False,True,50.814,52.356
67798,10/26/1991,1991,MIN,ATL,erics001,avers001,50.813,55.471,4,3,1,True,False,50.813,55.471
20678,10/23/2011,2011,TEX,STL,Derek Holland,Edwin Jackson,50.782,49.576,4,0,4,True,False,50.782,49.576
175668,10/11/1921,1921,NYY,SFG,harph101,tonef101,52.351,50.766,5,8,-3,False,True,50.766,52.351
175667,10/12/1921,1921,SFG,NYY,dougp101,maysc101,50.754,56.495,2,1,1,True,False,50.754,56.495
173189,10/10/1923,1923,NYY,SFG,hoytw101,watsm103,55.676,50.688,4,5,-1,False,True,50.688,55.676
108594,10/13/1971,1971,PIT,BAL,walkl101,dobsp101,50.658,54.125,4,3,1,True,False,50.658,54.125
127284,10/10/1960,1960,NYY,PIT,ditma101,haddh101,50.972,50.657,2,5,-3,False,True,50.657,50.972
69922,10/17/1990,1990,CIN,OAK,jackd001,welcb001,50.618,53.353,5,4,1,True,False,50.618,53.353
174425,10/6/1922,1922,SFG,NYY,scotj101,hoytw101,50.545,53.884,3,0,3,True,False,50.545,53.884
18210,10/25/2012,2012,SFG,DET,Madison Bumgarner,Doug Fister,50.519,56.584,2,0,2,True,False,50.519,56.584
94667,10/14/1978,1978,NYY,LAD,figue101,johnt001,50.502,51.136,4,3,1,True,False,50.502,51.136
28066,10/25/2008,2008,PHI,TBD,moyej001,Matt Garza,50.492,54.36,5,4,1,True,False,50.492,54.36
98901,10/17/1976,1976,CIN,NYY,normf101,huntj101,50.487,55.059,4,3,1,True,False,50.487,55.059
180292,10/15/1917,1917,SFG,CHW,bentr102,faber101,54.093,50.484,2,4,-2,False,True,50.484,54.093
84765,10/14/1983,1983,PHI,BAL,carls001,flanm001,57.908,50.455,2,3,-1,False,True,50.455,57.908
143451,10/3/1947,1947,LAD,NYY,taylh101,beveb101,50.399,51.216,3,2,1,True,False,50.399,51.216
178146,10/7/1919,1919,CIN,CHW,ruetd101,kerrd101,52.972,50.355,4,5,-1,False,True,50.355,52.972
90436,10/17/1980,1980,KCR,PHI,galer001,ruthd001,50.351,51.031,4,3,1,True,False,50.351,51.031
133503,9/30/1955,1955,LAD,NYY,podrj101,turlb101,50.308,54.918,8,3,5,True,False,50.308,54.918
40367,10/22/2003,2003,FLA,NYY,pavac001,clemr001,50.233,54.594,4,3,1,True,False,50.233,54.594
128525,10/8/1959,1959,CHW,LAD,wynne101,podrj101,55.166,50.167,3,9,-6,False,True,50.167,55.166
90434,10/19/1980,1980,KCR,PHI,gural001,bystm001,51.163,50.162,3,4,-1,False,True,50.162,51.163
106715,10/22/1972,1972,CIN,OAK,billj101,odomj101,53.578,50.119,2,3,-1,False,True,50.119,53.578
157103,10/5/1936,1936,NYY,SFG,ruffr101,schuh103,53.394,50.113,4,5,-1,False,True,50.113,53.394
94666,10/15/1978,1978,NYY,LAD,beatj001,hootb001,50.062,55.611,12,2,10,True,False,50.062,55.611
180296,10/7/1917,1917,CHW,SFG,faber101,schuf102,50.024,58.603,7,2,5,True,False,50.024,58.603
86890,10/13/1982,1982,STL,MIL,stupj001,suttd001,49.981,56.33,5,4,1,True,False,49.981,56.33
133504,9/29/1955,1955,NYY,LAD,byrnt101,loesb101,49.978,52.181,4,2,2,True,False,49.978,52.181
76277,10/22/1987,1987,STL,MIN,cox-d001,blylb001,49.971,55.064,4,2,2,True,False,49.971,55.064
128529,10/2/1959,1959,CHW,LAD,shawb103,podrj101,53.84,49.97,3,4,-1,False,True,49.97,53.84
86891,10/12/1982,1982,STL,MIL,forsb001,caldm001,53.995,49.951,0,10,-10,False,True,49.951,53.995
162042,10/1/1932,1932,CHC,NYY,rootc101,pipgg101,54.015,49.911,5,7,-2,False,True,49.911,54.015
20676,10/27/2011,2011,STL,TEX,Jaime Garcia,Colby Lewis,49.91,52.919,10,9,1,True,False,49.91,52.919
40366,10/23/2003,2003,FLA,NYY,Brad Penny,welld001,49.834,54.226,6,4,2,True,False,49.834,54.226
40370,10/18/2003,2003,NYY,FLA,welld001,Brad Penny,54.065,49.829,2,3,-1,False,True,49.829,54.065
117716,10/6/1966,1966,LAD,BAL,koufs101,palmj001,64.546,49.821,0,6,-6,False,True,49.821,64.546
28065,10/26/2008,2008,PHI,TBD,Joe Blanton,sonna001,49.805,51.983,10,2,8,True,False,49.805,51.983
135982,10/4/1953,1953,LAD,NYY,podrj101,mcdoj104,47.195,49.801,7,11,-4,False,True,49.801,47.195
55141,10/22/1997,1997,CLE,FLA,wrigj002,saunt001,49.789,47.257,10,3,7,True,False,49.789,47.257
133501,10/2/1955,1955,LAD,NYY,crair101,grimb102,49.743,49.925,5,3,2,True,False,49.743,49.925
13281,10/24/2014,2014,SFG,KCR,Tim Hudson,Jeremy Guthrie,47.079,49.71,2,3,-1,False,True,49.71,47.079
132253,10/10/1956,1956,LAD,NYY,newcd101,kuckj101,54.523,49.687,0,9,-9,False,True,49.687,54.523
55138,10/26/1997,1997,FLA,CLE,leita001,wrigj002,49.67,49.877,3,2,1,True,False,49.67,49.877
89009,10/24/1981,1981,LAD,NYY,welcb001,reusr001,49.649,52.918,8,7,1,True,False,49.649,52.918
138478,10/4/1951,1951,NYY,SFG,reyna102,kosld101,59.736,49.485,1,5,-4,False,True,49.485,59.736
94665,10/17/1978,1978,LAD,NYY,suttd001,huntj101,50.84,49.477,2,7,-5,False,True,49.477,50.84
119338,10/7/1965,1965,MIN,LAD,kaatj101,koufs101,49.444,66.595,5,1,4,True,False,49.444,66.595
86886,10/19/1982,1982,STL,MIL,stupj001,suttd001,49.387,56.141,13,1,12,True,False,49.387,56.141
165763,10/11/1929,1929,OAK,CHC,earng101,bushg101,56.355,49.305,1,3,-2,False,True,49.305,56.355
133502,10/1/1955,1955,LAD,NYY,erskc101,larsd102,49.292,49.748,8,5,3,True,False,49.292,49.748
175670,10/9/1921,1921,NYY,SFG,maysc101,dougp101,56.168,49.248,2,4,-2,False,True,49.248,56.168
140964,10/5/1949,1949,NYY,LAD,reyna102,newcd101,49.229,56.691,1,0,1,True,False,49.229,56.691
15742,10/26/2013,2013,STL,BOS,Joe Kelly,Jake Peavy,49.227,52.117,5,4,1,True,False,49.227,52.117
37906,10/23/2004,2004,BOS,STL,waket001,willw001,49.216,54.3,11,9,2,True,False,49.216,54.3
76276,10/24/1987,1987,MIN,STL,stral001,tudoj001,49.15,54.151,11,5,6,True,False,49.15,54.151
86888,10/16/1982,1982,MIL,STL,haasm001,lapod001,49.141,47.247,7,5,2,True,False,49.141,47.247
181547,10/10/1916,1916,LAD,BOS,coomj101,maysc101,48.848,51.702,4,3,1,True,False,48.848,51.702
178149,10/3/1919,1919,CHW,CIN,kerrd101,fishr101,48.787,54.594,3,0,3,True,False,48.787,54.594
30524,10/28/2007,2007,COL,BOS,cooka002,Jon Lester,53.109,48.776,3,4,-1,False,True,48.776,53.109
42836,10/23/2002,2002,SFG,ANA,ruetk001,John Lackey,48.762,51.365,4,3,1,True,False,48.762,51.365
37903,10/27/2004,2004,STL,BOS,Jason Marquis,lowed001,48.229,48.735,0,3,-3,False,True,48.735,48.229
63388,10/19/1993,1993,PHI,TOR,jackd001,hentp001,49.34,48.517,3,10,-7,False,True,48.517,49.34
69921,10/19/1990,1990,OAK,CIN,moorm001,browt001,47.863,48.374,3,8,-5,False,True,48.374,47.863
117717,10/5/1966,1966,LAD,BAL,drysd101,mcnad102,53.396,48.362,2,5,-3,False,True,48.362,53.396
120969,10/7/1964,1964,STL,NYY,sader101,fordw101,48.308,57.21,9,5,4,True,False,48.308,57.21
20679,10/22/2011,2011,TEX,STL,Matt Harrison,Kyle Lohse,52.314,48.266,7,16,-9,False,True,48.266,52.314
170715,10/10/1925,1925,MIN,PIT,ferga101,kremr101,47.943,53.01,4,3,1,True,False,47.943,53.01
132254,10/9/1956,1956,LAD,NYY,labic101,turlb101,47.88,48.566,1,0,1,True,False,47.88,48.566
135983,10/3/1953,1953,LAD,NYY,loesb101,fordw101,47.854,53.239,7,3,4,True,False,47.854,53.239
63387,10/20/1993,1993,PHI,TOR,greet001,stott001,50.888,47.822,14,15,-1,False,True,47.822,50.888
120966,10/11/1964,1964,NYY,STL,downa101,sader101,52.253,47.643,3,4,-1,False,True,47.643,52.253
137233,10/1/1952,1952,LAD,NYY,blacj103,reyna102,47.549,58.3,4,2,2,True,False,47.549,58.3
32987,10/21/2006,2006,DET,STL,Justin Verlander,reyea002,51.292,47.512,2,7,-5,False,True,47.512,51.292
32983,10/27/2006,2006,STL,DET,weavj002,Justin Verlander,47.494,50.625,4,2,2,True,False,47.494,50.625
18211,10/24/2012,2012,SFG,DET,Barry Zito,Justin Verlander,47.441,63.458,8,3,5,True,False,47.441,63.458
117714,10/9/1966,1966,BAL,LAD,mcnad102,drysd101,47.434,51.751,1,0,1,True,False,47.434,51.751
13277,10/29/2014,2014,KCR,SFG,Jeremy Guthrie,Tim Hudson,49.831,47.275,2,3,-1,False,True,47.275,49.831
157105,10/3/1936,1936,NYY,SFG,hadlb101,fitzf101,46.54,53.224,2,1,1,True,False,46.54,53.224
